logFC	AveExpr	t	P.Value	adj.P.Val	B	p.value.log10
Q9GZM7	-1.04024738647425	-0.896702002203176	-9.07806761320126	7.06521304302277e-05	0.00391983971677383	2.20248436460302	2.40673169102644
P32004	1.08606123393662	-1.30010952276007	9.0479992567488	7.20653395073324e-05	0.00391983971677383	2.18110453458198	2.40673169102644
Q15599	0.935431815068226	-0.527940215940491	8.98717914368613	7.50241101980566e-05	0.00394005930453931	2.13764899936708	2.40449724126063
O95841	-0.646214461760361	0.495745032792175	-8.65279415387287	9.40052028368809e-05	0.00474735975709313	1.89359587253129	2.32354785600015
P09497	-0.575801127101773	-0.0937738457371522	-8.61270563731216	9.66304349769448e-05	0.00474735975709313	1.86373929462494	2.32354785600015
O43396	0.543801230400174	-0.565359866067659	8.52375617892169	0.00010276087061936	0.00489077518604016	1.79702394330374	2.31062229990744
Q8IYS1	1.09052704181571	-1.49078560653765	9.16087662322932	0.000176482020556857	0.00671955293270233	1.49985313462035	2.17265962059486
P11047	-0.578556070790312	-1.0919705025784	-8.00681301650002	0.000148582479180155	0.006393148416565	1.39603280164922	2.19428521332822
P48681	2.22817066167941	-0.995768791603775	7.97442841915893	0.000152155819919405	0.006393148416565	1.37013130979326	2.19428521332822
P40261	-0.69920508515781	0.0380284498080309	-7.97315314907922	0.000152298532293814	0.006393148416565	1.36910939414515	2.19428521332822
P00167	0.58599066200949	-0.332249667182989	7.93266082286223	0.000156910514575456	0.006393148416565	1.33658468393425	2.19428521332822
P17655	-0.72221386397212	-0.498571141118305	-7.9293692747048	0.000157292379272922	0.006393148416565	1.33393424068035	2.19428521332822
P09874	-1.09647158635672	-0.802935266059564	-7.90666021889192	0.000159956080886214	0.006393148416565	1.31562128530092	2.19428521332822
Q05682	0.533329051310647	-0.668577683670783	7.87536694429012	0.000163711614081441	0.006393148416565	1.29030831316459	2.19428521332822
Q9UHC1	0.744949820171363	-1.29314130640988	7.55219010693879	0.000209009966109224	0.00774481529483691	1.02351988126608	2.11098893521783
O43598	-0.520435130364989	0.0615322638761627	-7.52411221396872	0.000213579935904892	0.00774481529483691	0.999868352056803	2.11098893521783
P52292	-0.607070664303666	-0.805090745777071	-7.44645540637275	0.000226825307631193	0.00803383589586761	0.934050542356713	2.09507704368314
Q14651	-0.739893705278123	0.000769571847283661	-7.39688933906764	0.000235769326307806	0.00816083372651791	0.89172848819387	2.08826547061747
Q9Y6H1	0.481387192222327	0.427782243195183	7.14404325949972	0.000288151575569584	0.00975232999094391	0.671963133018822	2.01089161185836
Q5VST9	-0.598827971364298	0.316889340611394	-7.07092430799105	0.000305691454585489	0.0101210453333413	0.607177344303421	1.99477462988192
Q92734	0.559841107249418	-0.455792027163037	7.02224590171382	0.000318043255942485	0.0103059548680937	0.56373329081588	1.98691176373607
P06753	-0.502125158471471	0.141121632125374	-6.97603960945237	0.000330296486160396	0.0103755168508242	0.522261554474584	1.98399025992961
P80723	0.641901370293689	-0.630949433593449	6.9491744608198	0.000337667664257029	0.0103755168508242	0.498043669135904	1.98399025992961
P51970	-0.987281261339098	-0.970543374131567	-6.9197684277947	0.000345951708127302	0.0103755168508242	0.471445835863131	1.98399025992961
O95831	-0.774510280664625	-1.60289042336103	-6.89147591928264	0.000354141250219042	0.0103755168508242	0.445766527837594	1.98399025992961
O75489	-1.26549280039509	-1.45731501276581	-6.89109601684442	0.000354252709286183	0.0103755168508242	0.445421121033786	1.98399025992961
O00151	2.67480891697433	-1.05557925952468	6.85134111864398	0.000366140309434293	0.0103872568598273	0.409188737334295	1.98349912885608
P20674	-0.647907645611717	0.466019366307839	-6.8334558539207	0.000371636101234473	0.0103872568598273	0.392831630953112	1.98349912885608
P28074	-0.619944152472507	-0.835515368336568	-6.82229137839671	0.000375114331773145	0.0103872568598273	0.382603204458316	1.98349912885608
Q08257	-0.425048185813807	-0.0291798729564483	-6.68386740937103	0.000421467173451365	0.011462401877972	0.254633184530219	1.94072436901333
P09525	-0.548016964694306	0.0245056533005452	-6.60766626165806	0.000449748709926872	0.0120169699161162	0.183265490649393	1.92020502606081
P29401	-0.446378135473556	0.479135980911002	-6.56834348637913	0.000465183822850986	0.0122150855552078	0.146177379455877	1.91310348685473
Q9NZU5	-0.382270975742347	-0.586390366161821	-6.46655443217368	0.000508015629642895	0.0131136915923073	0.0493420570499303	1.88227503428351
O75083	-0.391704160435466	-0.295124043527457	-6.43887692403012	0.000520425470429042	0.0132101331910572	0.0228023034737275	1.87909280359292
Q9UGJ1	0.445690827076407	1.71971209617549	6.29551109296485	0.000590486458097272	0.0147428012406909	-0.116123590718703	1.83141998948991
P00352	0.454649142630364	0.279152247871121	6.27374182675297	0.000602035013260335	0.0147886987934756	-0.137434021421947	1.83007003639347
P14854	-0.901904235159936	-0.287398848850608	-6.23181514098606	0.000625007139713477	0.0148018653583775	-0.178638795759972	1.82968355056437
P00492	-0.837475783710936	-1.24185863396785	-6.20950055849265	0.000637638364402454	0.0148018653583775	-0.200656405952106	1.82968355056437
Q04917	-0.424787200088885	0.277557012147028	-6.20946491596111	0.000637658770397221	0.0148018653583775	-0.200691622790913	1.82968355056437
Q6BDS2	-0.396231844550166	0.0975423799416358	-6.2028712253708	0.000641446561820695	0.0148018653583775	-0.20720923622462	1.82968355056437
Q9Y4L1	-0.414774727550794	-0.138082618944883	-6.16137631199642	0.000665877973763213	0.0151363008065877	-0.248347764531953	1.8199802500396
P54920	-0.475109163359134	-0.604921246574088	-6.10709699715987	0.000699446739319223	0.0156655497644585	-0.302481468802821	1.8050543594493
Q14195	-0.461375217168679	-0.59858476833543	-6.01629129160365	0.000759988374766857	0.0167748158662308	-0.39386410083187	1.77534223829571
P14324	-0.446533555311192	-0.217694389907141	-5.94276735629921	0.000813381052295119	0.0176968477520781	-0.468616353885963	1.75210408537817
Q9UBR2	-0.359973832548543	-0.266791500955074	-5.89063524114129	0.000853816700966727	0.0179661069608211	-0.522036773859422	1.74554601908468
P32320	0.50361662309587	-0.687859401321416	5.89009018275307	0.000854251332035223	0.0179661069608211	-0.522597143131842	1.74554601908468
P26639	-0.540816663336529	-0.24787376619221	-5.86948712074403	0.000870865516580734	0.0179661069608211	-0.543806998414917	1.74554601908468
Q86VI3	-0.75497846918321	0.242271946006926	-5.86694242575036	0.000872942820158084	0.0179661069608211	-0.54643043482871	1.74554601908468
P05121	1.10022399568176	-0.321481186808775	5.82466717880535	0.00090828754775799	0.0184442924698056	-0.590136333788726	1.73413799982198
Q14061	-0.431610847372206	-0.635007199045419	-5.78320559939114	0.000944533764970404	0.0189279595269727	-0.633226492494765	1.72289620135262
P00568	-0.506212352196292	-0.320939876325684	-5.759727150642	0.000965783554534588	0.0191024461500802	-0.657726702026858	1.71891101592192
Q8NBS9	-0.397010458891298	0.308446645566203	-5.65843865993562	0.00106387629345728	0.0202010926170571	-0.764255051855478	1.69462514022041
Q9BTT0	-0.43079058015033	0.041080341142409	-5.64453438782795	0.00107820167788816	0.0202010926170571	-0.778984766039153	1.69462514022041
O75335	-0.602070730030182	0.560458393285804	-5.64184715251251	0.00108099538097412	0.0202010926170571	-0.781834503527384	1.69462514022041
Q9HBL8	-0.602070730030182	0.560458393285804	-5.64184715251251	0.00108099538097412	0.0202010926170571	-0.781834503527384	1.69462514022041
Q8N8S7	-0.834261517466118	-0.618839318056895	-5.62362803727639	0.00110015362396878	0.0202010926170571	-0.801180791290966	1.69462514022041
Q9NSB2	0.39646370149646	1.9984904760012	5.6229131751049	0.00110091312358223	0.0202010926170571	-0.801940784784213	1.69462514022041
P13987	-0.410432704273963	-0.0560629777045773	-5.60924810284322	0.00111554604527154	0.020225912225578	-0.816481724894953	1.69409188179972
O75521	0.87355894258411	-1.42005153909448	5.53656727633712	0.00119716582872281	0.0214503947899394	-0.894242818964583	1.66856471030842
Q15126	-0.593199663304787	-0.576332116603575	-5.51591932664944	0.00122156906370728	0.0216331358607697	-0.916464180706965	1.66488052224762
P20700	0.454736572957556	-0.573096073846236	5.48814727198706	0.00125528315500399	0.0218207085361689	-0.946443848027699	1.66113115162336
Q15435	-0.612086661192838	-0.609513538221542	-5.47958941667549	0.0012658828921661	0.0218207085361689	-0.955703141659312	1.66113115162336
P98160	-1.29316627554232	-1.58881896823445	-5.46135768434651	0.00128880340189446	0.0218207085361689	-0.97546256458875	1.66113115162336
Q9NUJ1	0.971383191681723	-2.27326923838453	5.44873320118925	0.00130494917158638	0.0218207085361689	-0.989171527935071	1.66113115162336
Q07960	-0.528623989079074	-0.766299504205634	-5.43956302888299	0.00131682033634267	0.0218207085361689	-0.99914313607272	1.66113115162336
P04632	-0.382263089277127	-0.294379545366424	-5.43496481108725	0.00132281877424748	0.0218207085361689	-1.0041475614429	1.66113115162336
Q9HB71	-0.379734951335275	-0.19057363186514	-5.42166871687833	0.00134033797250308	0.0218207085361689	-1.01863457263833	1.66113115162336
Q8IVM0	0.63403073128936	-1.11338541359808	5.40008067999457	0.00136934343675515	0.0218207085361689	-1.04220802677954	1.66113115162336
P30566	-0.508072375408886	-0.723058905473508	-5.39788036269723	0.0013723393268785	0.0218207085361689	-1.04461430985253	1.66113115162336
Q96I99	-0.480133909690873	-1.27672586107343	-5.39060191737624	0.00138230227730846	0.0218207085361689	-1.05257883037163	1.66113115162336
Q14116	-0.420681989173283	-0.0410904052987429	-5.38519028238329	0.00138976278923729	0.0218207085361689	-1.05850531347172	1.66113115162336
P32929	1.06624860599986	-1.77561883189847	5.25749340247054	0.00157969724134511	0.0245497846792715	-1.19953132391198	1.6099523126251
Q5H9F3	0.405479015743758	0.633352859496771	5.24260716205814	0.00160368385627499	0.0246211281778809	-1.21611971391265	1.60869205090906
Q99614	-0.376020265773475	-1.29167653614795	-5.22841680833916	0.00162693186909584	0.0246211281778809	-1.23196166108429	1.60869205090906
P08727	0.544397474515184	-0.0645333190918329	5.22487915354381	0.00163278656990543	0.0246211281778809	-1.23591547389301	1.60869205090906
P30086	0.3413768122442	-0.145849346133134	5.21042071922964	0.0016569627979638	0.0247407288362634	-1.25209309419284	1.60658751065253
P07686	-0.465162109557486	-0.33458799402408	-5.19196578371014	0.00168840957934795	0.024862493494359	-1.27278530445972	1.6044553175071
Q9NP61	-0.864465168044558	-1.11076705231889	-5.18654884512141	0.00169776711977238	0.024862493494359	-1.27886807645919	1.6044553175071
O94905	-0.355341286422984	-0.34531019885215	-5.16820592309521	0.0017298902028207	0.0250916455132946	-1.29949651865386	1.60047085666426
Q969H8	-0.387660888269672	0.496180623966792	-5.15013098918891	0.0017622149347567	0.0252556218661813	-1.31987027214712	1.59764193343847
P31942	0.410478584274285	-0.091875434430225	5.14343567037102	0.00177436082710532	0.0252556218661813	-1.32742890262745	1.59764193343847
Q96DG6	-0.481047897201989	-0.431220753909856	-5.12164177706662	0.00181455426871253	0.0255885754745295	-1.35207714515795	1.59195389077446
O75891	0.51995378580279	0.250286231060649	5.10986423720484	0.00183670091108026	0.0256504172822886	-1.36542537230402	1.59090556537005
P62136	0.437526539470058	-0.400908057027807	5.10149485285925	0.00185262370390791	0.0256504172822886	-1.37492295882157	1.59090556537005
P30042	0.526991441567364	-1.69094252564624	5.08326040002821	0.00188785554828979	0.0259027387391474	-1.39565011227898	1.58665431482156
O95810	0.67928775905866	-0.621800660085861	5.06969584385727	0.00191455352206183	0.0260345090544658	-1.41109985825788	1.58445060761559
Q5XKE5	0.545489784965995	1.96576125952707	4.99414905824813	0.00207124117721174	0.0279159319725086	-1.49762977478842	1.55414786866394
P51858	-0.408852258500067	0.160007648281545	-4.98087563505107	0.00210023405332763	0.0280583900282278	-1.51291791395084	1.55193725212149
P55265	-0.479798631524324	-1.36306032425686	-4.94166339550052	0.00218858329954907	0.0289844553496803	-1.55823101561104	1.53783485609538
O14744	-0.386572326649725	-0.296972859125961	-4.92939684236866	0.00221707269610912	0.0291086354842602	-1.57245187927072	1.53597815236076
P42126	-0.38749284023924	0.191146282666622	-4.89818986841825	0.00229144812014523	0.0296047115729389	-1.6087294267859	1.5286391657217
Q6PJT7	-0.300395406025784	-0.279206547673892	-4.88098480435525	0.00233364833662536	0.0296047115729389	-1.62879069223804	1.5286391657217
P54578	0.37210851467392	-0.276938418610336	4.87632799448532	0.00234521999097825	0.0296047115729389	-1.63422800500977	1.5286391657217
Q86SQ7	-0.309992296038087	1.06435122556544	-4.87055130131482	0.00235966402849119	0.0296047115729389	-1.64097730021126	1.5286391657217
P30520	-1.29236195306945	-0.719195868901034	-4.8594563317623	0.00238768678545742	0.0296047115729389	-1.65395397019839	1.5286391657217
P06756	-0.416431375154144	-0.253323649349745	-4.85750231974818	0.00239266064703647	0.0296047115729389	-1.6562412456804	1.5286391657217
P55060	0.384325763574653	-0.9435586216519	4.8524598011528	0.00240554998674095	0.0296047115729389	-1.66214636378476	1.5286391657217
Q13867	-0.33252518341994	-0.399564780945687	-4.84437085644293	0.00242638945903032	0.0296047115729389	-1.67162681833127	1.5286391657217
Q9H4M9	0.534993311613172	0.200640065876403	4.84305356455124	0.00242980232870476	0.0296047115729389	-1.67317162591458	1.5286391657217
Q9UPQ0	1.00016476365637	-2.28995880802641	4.82863193796526	0.00246752056287582	0.0298256652163482	-1.69010070636668	1.5254098612681
Q14914	0.379293666198439	-0.174624821772044	4.80697809215155	0.00252539368180438	0.030284839192032	-1.7155767333156	1.51877472803332
O14656	0.489826273513624	-1.91977863572246	5.03657552627586	0.00324540170094719	0.0350549417768977	-1.71648666181364	1.45525074987553
P46821	0.325190363500186	-0.710672711875126	4.78874307769866	0.00257531177773441	0.0304961029476237	-1.73708386956367	1.51575565496394
Q9ULJ1	0.416510470245407	2.14611752897965	4.7859489554786	0.00258305796470352	0.0304961029476237	-1.7403836927743	1.51575565496394
O95817	0.511366078691418	-1.16626057772064	4.77047627897675	0.00262642880269128	0.0307696235884525	-1.75867752275777	1.5118778165396
P54727	0.303846377468731	0.169916918814643	4.75654009413206	0.00266619246817165	0.0309970315192781	-1.77518488621448	1.50867989508592
Q07812	0.38178884766209	-0.799269530303567	4.74741138400358	0.00269260475654469	0.0310669473046785	-1.78601332851843	1.50770141922224
P15924	0.376480920431674	-0.142150871683097	4.71906992983343	0.00277649235471662	0.0317939688438602	-1.81971020698783	1.49765525568378
O75947	0.551508472558579	-0.197458770091399	4.69649667722747	0.0028454037819404	0.032339925073845	-1.84663382532902	1.49026099061556
Q8IVF4	-0.313025655000506	-0.0771523108227297	-4.6845399964714	0.00288267966781531	0.0325208972895016	-1.86092536370949	1.48783748022117
Q9H074	-0.446382802537667	-0.99909835088978	-4.6754960331315	0.00291123825632236	0.0326015872380805	-1.87174946141515	1.48676125539343
P62070	0.37804430093656	-0.188582881373839	4.65027573960568	0.0029925652592002	0.0331560930928741	-1.90199793196415	1.47943664965883
O14818	-0.472010050362052	-0.0968566752240711	-4.64670170781408	0.00300429471228932	0.0331560930928741	-1.90629215081959	1.47943664965883
P49458	-0.346278177236598	0.0100062580354146	-4.63952217259201	0.00302801272651166	0.0331774344063112	-1.91492413068479	1.47915720077886
Q96HU1	-0.398148529001559	0.545912751154185	-4.60865517622379	0.00313239862909511	0.0340760222293704	-1.95212282972021	1.46755110711718
Q9HAU5	0.373779077113701	1.26575013524878	4.53720404108141	0.00338982912657925	0.0361028654530084	-2.03877441115421	1.44245832715132
Q9NQH7	0.373779077113701	1.26575013524878	4.53720404108141	0.00338982912657925	0.0361028654530084	-2.03877441115421	1.44245832715132
Q01581	-0.365548705502925	-0.344623465454112	-4.51468074032572	0.00347581618775917	0.0363542289890753	-2.06624699993506	1.43944506156449
Q8WVY7	-0.316531835857081	-0.740940414742587	-4.5084592966309	0.0034999953324582	0.0363542289890753	-2.0738488885648	1.43944506156449
P20962	0.37080708452608	-0.491633867634228	4.50684814315243	0.00350628754138958	0.0363542289890753	-2.07581847443773	1.43944506156449
P13667	-0.279561817971726	0.136722187162551	-4.50617731143415	0.0035089111368313	0.0363542289890753	-2.07663865994053	1.43944506156449
P07237	-0.268064348990989	0.874262319754295	-4.49686465658048	0.00354555997876607	0.0364261057891051	-2.08803162031349	1.43858725545867
P25788	-0.324978051298849	0.168478812988863	-4.49223713035354	0.00356392990722052	0.0364261057891051	-2.09369768054046	1.43858725545867
Q13751	-0.845248631363139	-1.68330012149576	-4.66690921891093	0.00457492889677261	0.0432771224210229	-2.10041702639327	1.36374162401558
Q8N0T1	-0.335777875971024	-1.14166249575521	-4.48631339822766	0.0035876007014877	0.0364261057891051	-2.10095551416746	1.43858725545867
P05107	-0.30069241073484	1.08008843779139	-4.47355367383993	0.00363918629576318	0.0367051703870684	-2.11660669503843	1.43527275557314
O94925	0.504004664707028	0.328718497828835	4.45272725136347	0.0037251728306412	0.0373252514543852	-2.14220479737083	1.42799725781904
P46926	-0.352876648962406	-0.317702563094555	-4.42075454917179	0.0038616269794086	0.0384395940499301	-2.1816291171337	1.41522120744486
Q14847	0.286087919024823	-0.108902635518164	4.39299778510507	0.00398462018541642	0.0394063411843455	-2.21597885178542	1.40443388680948
P30613	0.486459408173444	-1.77155893672616	4.51289999209654	0.00530702694248159	0.0469918722872062	-2.26628247854688	1.32797725112935
P09234	0.504901944678338	-1.02771996681582	4.34458415033595	0.00420974006668951	0.0409764830909243	-2.27616773914798	1.38746531874469
Q8TDN6	-0.5016311038012	-1.09144543640187	-4.49235645820059	0.00541450004277605	0.0474968732327534	-2.28867599618659	1.3233349794795
P29590	-0.328294598590832	-0.480186807390782	-4.33089482117606	0.0042759395647658	0.0409764830909243	-2.29325017752383	1.38746531874469
Q6ZPD9	-0.440674650679061	0.328672804235746	-4.33049046034173	0.00427791254856005	0.0409764830909243	-2.29375519143104	1.38746531874469
Q9NRC6	-0.440674650679061	0.328672804235746	-4.33049046034173	0.00427791254856005	0.0409764830909243	-2.29375519143104	1.38746531874469
Q9UPA5	-0.440674650679061	0.328672804235746	-4.33049046034173	0.00427791254856005	0.0409764830909243	-2.29375519143104	1.38746531874469
Q9P0J7	-0.32579441569004	-1.30983591518367	-4.28517032778132	0.00450560374890446	0.0428877156848843	-2.35051125507477	1.36766708483738
P17987	-0.301123227355664	0.167948176343246	-4.25879514112129	0.00464430639918648	0.0436622138639569	-2.38368315482407	1.35989424745133
O75369	0.555417374248371	-0.296202864486842	4.25229521531098	0.00467921384730807	0.0437205072972404	-2.39187402578581	1.35931480749283
Q14978	0.542635870174595	-1.6258311138655	4.24617685386249	0.00471233900292155	0.0437546910034635	-2.3995898320849	1.35897537880841
P35749	0.292511397050281	1.16770337589731	4.24104380178761	0.00474033093602855	0.0437546910034635	-2.40606738473317	1.35897537880841
O95881	-0.282701018151904	-0.278771299080681	-4.22440307093364	0.00483235678602693	0.0441072672097294	-2.4270938573013	1.35548984932884
P50395	-0.258495662651854	0.154837107015383	-4.22367108117817	0.00483645017992436	0.0441072672097294	-2.42801971491866	1.35548984932884
Q01105	0.477799871410151	0.335233479463134	4.21119542317826	0.0049068120691375	0.0444825879839072	-2.44381184379151	1.35180995356552
Q14318	0.474061487252189	-0.985017847641374	4.19140802199624	0.00502075748194374	0.0452462345858007	-2.46890701728765	1.34441755715827
Q13576	0.678258147161937	-0.150111006505837	4.16906584150053	0.00515296265589899	0.046164483087848	-2.49731236242338	1.3356920229508
P55769	-0.609165221497122	-0.402684259742603	-4.14411480205971	0.00530519523181723	0.0469918722872062	-2.52912233202201	1.32797725112935
Q92945	0.464817680125115	-0.0680626475332795	4.12480611935379	0.0054264320042673	0.0474968732327534	-2.55380237846562	1.3233349794795
P06576	0.319542811770616	0.718771789671564	4.10199531424436	0.00557363733807236	0.0485065695193383	-2.58303006081169	1.31419943845377
P36957	-0.265418915346225	-0.665897172306342	-4.06361052252364	0.00583145189061812	0.0502342161672273	-2.63238675849018	1.29900036989303
P09382	-0.433230495419365	1.5312509008768	-4.05844022745424	0.00586717812830314	0.0502342161672273	-2.63905157546462	1.29900036989303
P05787	0.471148453472517	0.98350999353263	4.05787429185279	0.00587110339971534	0.0502342161672273	-2.63978133967071	1.29900036989303
P53779	0.308077144182918	0.467627260555724	4.04804016007471	0.00593977883712652	0.0505023788286535	-2.65246982984156	1.29668816469667
P45877	-0.373115438145923	-0.510995909970011	-4.04057946571029	0.00599247372429398	0.0505023788286535	-2.66210550771921	1.29668816469667
Q86YC3	0.380118535110758	1.33505294099856	4.0365303160438	0.00602128961569167	0.0505023788286535	-2.66733852293122	1.29668816469667
Q53LP3	0.56381430262109	0.131248144735799	4.0345995496438	0.00603508400972746	0.0505023788286535	-2.6698346455056	1.29668816469667
P54577	-0.253487903073902	-0.486999846107082	-4.02562534583365	0.00609966166190055	0.0507638508801887	-2.68144383096203	1.29444544030899
P41250	-0.264889197500585	-0.341698178817645	-4.01802878880743	0.00615492447219867	0.0509453802780358	-2.69128013153587	1.29289519165207
O60701	0.327802461526227	-0.444383365085998	4.00616634829701	0.0062423329554129	0.0512927692443394	-2.70665702338999	1.28994385318479
Q8TBY9	0.336141635992387	-0.556127609093465	4.00297985977275	0.00626604624526493	0.0512927692443394	-2.71079108608364	1.28994385318479
Q06830	-0.317100244361618	1.22837928610593	-3.99596043552674	0.00631863627160803	0.0512927692443394	-2.7199031522469	1.28994385318479
O95847	0.404119569656405	0.866494376699563	3.99423884314392	0.00633160907284032	0.0512927692443394	-2.72213909246928	1.28994385318479
P53618	0.34755114590308	-1.00427468705642	3.98622606139835	0.00639237747080489	0.0515110628996606	-2.73255151423314	1.28809948862272
Q13554	0.384919988760048	0.000293660232335011	3.96971779149649	0.00651962080381189	0.0522599078116079	-2.75403327108597	1.2818313607194
P50213	-0.252698339199104	-0.310159208624232	-3.96186868481318	0.0065811017569003	0.0524256469489887	-2.76426108156565	1.28045620149891
Q9HC38	-0.287838453664471	-0.59274651822405	-3.95408500394081	0.00664270435216058	0.0524256469489887	-2.77441252718247	1.28045620149891
Q70UQ0	0.347581279787908	-0.119811597966666	3.95133234672206	0.00666464225431402	0.0524256469489887	-2.77800464871183	1.28045620149891
P54886	0.534794662630979	-0.847133575264487	3.94966270669379	0.00667798785824282	0.0524256469489887	-2.78018400928475	1.28045620149891
P83111	0.455253899827264	-0.810061392569397	3.93906895693608	0.00676335670319337	0.0528235500459667	-2.79402137170073	1.27717241506463
Q9P2J5	-0.457348491638132	-0.409713269342963	-3.9171853683978	0.00694355139911553	0.0539542284737396	-2.82265704893226	1.2679745133379
P53597	-0.292210642076792	-0.562811112157889	-3.90135927064157	0.00707717368603609	0.0545759479686106	-2.84340956414746	1.26299871198234
P62158	0.338720077596612	1.02200103777811	3.89612745764466	0.00712196975096349	0.0545759479686106	-2.85027794311403	1.26299871198234
P04181	0.323683894057732	-0.141275127976665	3.89120414873474	0.00716441060121525	0.0545759479686106	-2.85674493316951	1.26299871198234
P46937	0.454699942977061	-1.86813386682413	3.88842594514304	0.00718848307734694	0.0545759479686106	-2.86039577738237	1.26299871198234
P30046	-0.303588576945731	0.60522837075864	-3.88342110125732	0.00723207466018087	0.0545759479686106	-2.86697547051372	1.26299871198234
Q9C0I3	-0.392241049821439	1.70831319360511e-05	-3.88267825719864	0.00723856959268505	0.0545759479686106	-2.8679523700604	1.26299871198234
Q15436	0.32393353130079	-0.00705608609602112	3.87171410611888	0.0073351859170482	0.0547902793564689	-2.88238037319962	1.261296485244
P10253	-0.330755884893281	-1.95251592585801	-3.86763305123221	0.00737151125061634	0.0547902793564689	-2.88775516427191	1.261296485244
Q9NTK5	-0.446088981974668	-0.326867451373876	-3.86725092542256	0.00737492269735792	0.0547902793564689	-2.88825855076375	1.261296485244
Q15417	0.254656290546718	-0.49912534795228	3.85049961966197	0.00752619769894062	0.0556405024538202	-2.91034623408446	1.25460895682636
O43432	0.65276932028173	-0.573245395287743	3.84654239770295	0.00756243204723623	0.0556405024538202	-2.91556997830652	1.25460895682636
Q9BPX6	-0.371888451022274	2.38873788348189	-3.84020389766682	0.00762087244724087	0.0558009073901339	-2.92394181998955	1.25335873885231
P30040	-0.36988744281243	0.0440339298298089	-3.82232009998106	0.00778846340016296	0.0567551663083645	-2.94759363512432	1.24599459938432
P07900	0.315579105384032	0.608867917068719	3.76529042026735	0.00835063417711447	0.0603753709135644	-3.02332142440947	1.21914018816226
