uniprot	fh_ko	fh_ko	fh_ko	fh_wt	fh_wt	fh_wt
P36578	0.580689409743	0.622990390868	0.915530405701	0.535866613492	0.889318431447	1.04312713245
P07954	-1.11904201621	-1.28839134427	-1.30893055134	0.394800997905	0.225783211309	0.0950357822771
P31948	0.458314824267	0.395246034362	0.36381093986	0.602785772789	0.626352760691	0.570534007145
P26641	0.573468070453	0.644878523878	0.616477043868	0.688274199926	0.735027112352	0.602894043493
P20810	-0.0917973034115	-0.0739883535388	-0.0278888603934	0.0819066149598	0.01002954168	-0.190340204478
P31350	-0.159213100164	-0.262773733892	-0.392659441839	-0.623995296716	-0.663803498534	-0.436054418983
Q99733	0.0482652493608	-0.0216002232623	-0.113623002607	-0.0884303063348	-0.143198506823	0.0404782173985
P13796	0.30564019174	0.268388201292	0.460455105898	1.16610003155	1.24373446725	1.21396258898
P06753	0.60071817185	0.653790837538	0.478545760082	0.918585867931	0.899430971998	0.812243753456
P51452	-0.314124500234	-0.242835938147	-0.367826799487	-0.225285658335	-0.0520176783035	-0.241195564859
Q86VP6	-1.16319727107	-0.747139015048	-0.651134771807	-1.15650942677	-1.01813256739	-1.74057195096
Q15293	0.478847670636	0.106225806923	0.213076166837	0.185110907168	0.0481390515449	0.196368916561
P80723	0.027944808046	-0.221885371056	-0.0872909044824	-0.886029066162	-0.687011379815	-0.796353065853
Q08211	-0.645737281063	-0.49250468738	-0.26831228555	-0.5447994546	-0.322976678139	-0.516014874384
P06454	-0.943853971217	-0.31946269848	-0.490248488317	-0.386073525057	-1.17140317661	-0.456472148402
Q01995	0.571479636451	0.583191104145	0.395650137223	0.529015443473	0.626912058792	0.0707752554209
P35232	0.571623424247	0.44236608444	0.310612762086	0.621058626216	0.519645204462	0.585498675476
P35606	-0.338863823486	-0.254016400186	-0.0483092169983	-0.203892966781	-0.103633420281	-0.30937347143
P62258	1.25480510237	1.1787848199	1.09104877569	1.35521149756	1.27338693475	1.13799104617
P26006	-0.393241733802	-0.648215858393	-0.73246913036	-1.29487186713	-0.615575642811	-0.607938989776
P05386	2.42451209352	2.57662431342	2.52548284112	1.82192194968	2.14309841186	2.36355144357
Q9Y230	-0.437678267901	-0.328702683109	-0.310811146477	-0.128058036734	-0.212265974918	-0.27408913272
Q16555	-0.444770302959	-0.326133005262	-0.164652883378	-0.250438178141	-0.228999917928	-0.526584334478
Q15149	0.35035241964	0.260332804037	0.331879791071	0.00797668159439	0.11697013172	0.109547413908
Q92914	2.50197811757	2.61163677671	2.21736608911	2.80006492279	2.68646543731	2.60688503195
P34897	-0.0410268944962	0.193075473617	0.0163964687945	-0.00613771527241	0.240950920389	0.196256504117
P08727	0.663397049436	0.482866213731	0.343102381712	-0.0263139569151	-0.2043994008	-0.192524183022
Q13813	0.206569070322	0.247987948688	0.240325324864	0.203437861548	0.153843878777	-0.00728761194002
P62851	1.09930396584	1.20064158589	1.23049211298	0.847555321809	1.20684238309	1.05565692467
