logFC,AveExpr,t,P.Value,adj.P.Val,B
GRIP1,1.30076813128,-3.07452659117,36.7035756607576,1.95791988816724e-06,0.000345876529595384,6.27352459662785
ALCAM,1.38113673017333,2.14663985328,36.668392975985,1.96581452809342e-06,0.000345876529595384,6.26955880791832
CPNE7,1.434474584343,0.529657345775167,36.5894344584263,1.98367587270841e-06,0.000345876529595384,6.2606392062096
SLCO2A1,-1.58789058331,-2.13843951590833,-36.5694515630734,1.98822803496037e-06,0.000345876529595384,6.25837755789259
GLDC,1.21143529270067,-0.774925476593,36.5009064271307,2.00394133232972e-06,0.000345876529595384,6.25060653823151
OXCT1,-1.14466010674333,2.25404073725833,-36.4813610167529,2.00845004827401e-06,0.000345876529595384,6.24838692456866
UGT1A6,-1.16638785388333,1.92985602131833,-36.4632305151323,2.01264359893866e-06,0.000345876529595384,6.2463265064119
FH,-1.54637668702667,2.23299014914333,-36.1470510776065,2.08754751509757e-06,0.000352226198911008,6.21016358181783
SNCG,1.986975691067,0.5662522308665,35.9440428193359,2.13746291831353e-06,0.0003542081407491,6.18671192603283
DTNA,-1.71146608502333,-4.55447365930167,-35.7436169013879,2.18819980872166e-06,0.000356254284648018,6.16337780837209
FABP3,2.16316449523333,-2.29087152543667,35.3957973911495,2.2798355477463e-06,0.000359092721567177,6.12245164333834
NDUFS6,-1.415712583078,0.0833260286456667,-35.3433599839072,2.29405931401412e-06,0.000359092721567177,6.11623352436655
TNFAIP2,-1.10409331688423,0.463728604249217,-35.1531216467579,2.34659229629167e-06,0.000359092721567177,6.09356785558318
PARP1,-1.17886744825,4.38719598563833,-35.0221237922408,2.3836332738966e-06,0.000359092721567177,6.07786222643447
GOPC,1.15608847062,1.61604042139,34.8160334402128,2.44338349000079e-06,0.000359092721567177,6.05299010858399
SCIN,-1.61652514384,2.08286301153,-34.6622420772518,2.48918161275823e-06,0.000359092721567177,6.03429830517002
ACE2,-1.28538978874767,0.959060166406167,-34.4868175321883,2.54272586947106e-06,0.000359092721567177,6.012838724612
MRPL48,-1.29567179659853,-0.773785811450733,-34.4847685642288,2.54335964237588e-06,0.000359092721567177,6.01258719831523
HNF1B,-1.0835103490854,0.4331504288603,-34.450809315632,2.55389220080105e-06,0.000359092721567177,6.00841548249167
FAM117A,1.1814874903,-4.16385080797,34.1639268303817,2.64505799873021e-06,0.000363991511039949,5.9729492160894
ARMCX2,1.28523909891833,0.942429882300833,33.8587230068451,2.7465079739231e-06,0.000363991511039949,5.93477251949681
SUSD5,-1.516975921322,-0.498677295445667,-33.7612489286284,2.77991876802275e-06,0.000363991511039949,5.92248188538648
MRPL37,-1.06718416112467,1.53243814095767,-33.6422100959242,2.82140599072884e-06,0.000363991511039949,5.90740714031758
CDC42BPA,-1.06498678573333,2.08495146893,-33.5292982189294,2.86146784831004e-06,0.000363991511039949,5.89304185199204
CDH17,-1.12364786917,1.88892310725833,-33.3162998280408,2.93897510597046e-06,0.000363991511039949,5.86576538985039
SERPINE1,1.14561456397,2.02550610410167,33.203377880613,2.98111938387745e-06,0.000363991511039949,5.85120971932365
IGFBP7,-1.27591094009967,-0.423868913386833,-33.1248241144815,3.01087834453922e-06,0.000363991511039949,5.84104501460295
SIRPA,-1.07630595314953,0.382034237618567,-33.0880081794911,3.02495196421652e-06,0.000363991511039949,5.83627001391904
AVPR2,-1.35744542073667,-4.169476327195,-32.7200687419454,3.17017342718109e-06,0.000363991511039949,5.78815605917258
CALD1,1.1468984051,3.12494323003,32.6865513890167,3.18382667310294e-06,0.000363991511039949,5.78373736971456
CTSS,-1.061776721951,1.11542052633783,-32.6655817598272,3.19240561659017e-06,0.000363991511039949,5.78096982159935
SPTA1,-1.511699776935,1.63990607936583,-32.4142416423969,3.29749149962044e-06,0.000363991511039949,5.74761376529583
STAT1,-1.23652132243667,3.49943600147833,-32.3619486454898,3.3198903728738e-06,0.000363991511039949,5.74063074857872
AKR1B10,-2.14206982892033,1.5718193094065,-32.327935156459,3.33456056839092e-06,0.000363991511039949,5.73608069629643
MYO1D,1.00917894310667,1.57901091776333,32.3126534684745,3.34117774149731e-06,0.000363991511039949,5.73403437366828
SPANXB1,-1.36941265437133,-0.822261834524333,-32.3092332321562,3.34266097282784e-06,0.000363991511039949,5.73357620545214
LCN2,-2.40163114510867,-0.286819236949,-32.2791954172884,3.35572232179994e-06,0.000363991511039949,5.7295496433815
TMOD1,1.01042795681333,-2.05272560823667,32.2485351861405,3.36911948195726e-06,0.000363991511039949,5.725434539128
ALOX5AP,-1.18054130015667,-1.806235022805,-32.2392330153153,3.37319719282711e-06,0.000363991511039949,5.72418501412852
PRAME,-1.13953943823233,-0.9729756042305,-31.9675128784995,3.49504886106364e-06,0.000368995542056254,5.68747475118278
MRPL22,-1.002912703843,-0.0418591986018333,-31.9586905903213,3.49909565742999e-06,0.000368995542056254,5.68627594910197
TJP3,1.22273253092333,-2.39202911979833,31.8482958316906,3.55022724963467e-06,0.000369588994924784,5.67123825843771
NDUFV1,-1.09149480984433,0.9217313209345,-31.775656994728,3.58437602836536e-06,0.000369588994924784,5.66130618337856
AKAP2,1.06560358486,2.31277056187333,31.3844189812387,3.77545464618679e-06,0.000370553720629033,5.6072949416362
GSTT1,-1.39333979993667,-2.64228753095167,-31.2555924030473,3.84111685946479e-06,0.000370553720629033,5.58931726640021
FAM114A1,1.07400155553,0.762543728125,31.224290428612,3.85728410285563e-06,0.000370553720629033,5.5849345030325
PAX8,-1.11223371336113,0.482964828090433,-31.1502362611093,3.89586892054205e-06,0.000370553720629033,5.57454294880616
PDLIM1,1.75147979217667,2.97083258140833,31.1155650933765,3.91409784676357e-06,0.000370553720629033,5.56966670628387
NDUFA6,-1.31335120305333,0.0583407729533333,-31.0906321772021,3.92727196981262e-06,0.000370553720629033,5.56615570612261
LPIN2,1.02988184136633,-0.5972284247535,31.088270707658,3.92852257078856e-06,0.000370553720629033,5.56582297921781
EEF1A2,1.019904485286,1.224953629967,31.0151158955779,3.96750947050153e-06,0.000370553720629033,5.55549929483595
VPS4B,1.02381512812133,0.850337223222667,31.0128141229403,3.96874391713878e-06,0.000370553720629033,5.55517395297579
EHD2,0.961856506726667,1.61042174471667,30.9676984011029,3.99303578264044e-06,0.000370553720629033,5.54879077679144
CEP97,1.20238350697893,0.494096753473867,30.8798864624988,4.040846343252e-06,0.000370931194327082,5.53633207243739
KLK6,1.19055910198367,-1.3644302745815,30.8142512623079,4.07704545488819e-06,0.000370931194327082,5.52698975099367
SP140,-1.179090077923,-1.35488512523517,-30.6084555258454,4.19317638003694e-06,0.000373434726701341,5.49752956092169
SPATA24,-1.02519904608,-2.78610454365667,-30.5952120794012,4.20078891481084e-06,0.000373434726701341,5.49562496102354
LXN,1.256400832481,-1.3071518854895,30.5121445571716,4.2489292454001e-06,0.000373434726701341,5.48365431797018
MT-CO1,-1.210203318616,-1.251232111162,-30.43519625529,4.29413346520899e-06,0.000373434726701341,5.47252792523792
CD40,-2.09564884543933,-0.656895227883667,-30.4155555668639,4.30576678416416e-06,0.000373434726701341,5.4696821557723
WWC1,-1.07522377805533,-1.57493193449233,-30.2842950980944,4.38452227394496e-06,0.000376744136131567,5.45060267098976
LBR,-0.987795965632,1.490748325694,-30.1921354615746,4.44088383099975e-06,0.00037808625643741,5.43714304034958
NVL,-0.937855670996666,1.92425324538167,-30.0087334192308,4.55573687040154e-06,0.000383523907695271,5.41020010464223
EHHADH,1.00162987311,2.57384193107167,29.903154478253,4.62352163903175e-06,0.000383523907695271,5.39459395961484
FLT1,-1.97757423882333,-2.23475215650167,-29.8951109091405,4.62873681701189e-06,0.000383523907695271,5.39340210873578
DDAH1,0.958824896986667,1.66687149669667,29.809187036943,4.68490347337986e-06,0.000384742515335974,5.38064474328267
PPL,1.97602762241333,3.60873092839667,29.7240581752907,4.74138403846782e-06,0.000385066237214169,5.36795898347684
CRISPLD2,-1.92960448175333,-2.98651194453667,-29.6786822674324,4.77183375858075e-06,0.000385066237214169,5.36117817333592
MRPL16,-1.28062590213019,-0.622393723984905,-29.4656870860714,4.91804025392875e-06,0.000385981426185257,5.32917138948968
COX5B,-1.046685299191,0.9046906746845,-29.4518451648629,4.92773220739872e-06,0.000385981426185257,5.32708117482219
CCRL2,1.34351891325,-1.51539652219167,29.4363926407029,4.9385798067912e-06,0.000385981426185257,5.3247462727231
CPOX,1.00183162089,1.59518823169167,29.30954486792,5.02875192826366e-06,0.000385981426185257,5.30552028967955
CTH,0.998694912666001,1.40673607590367,29.2407750687947,5.07848961062341e-06,0.000385981426185257,5.29505280767976
PPP1R15A,1.77583890221667,-6.11950556501167,29.195051294443,5.11189625023856e-06,0.000385981426185257,5.2880758726175
STRA6,1.01961669473333,-1.58269043384333,29.1841464135885,5.11990365976393e-06,0.000385981426185257,5.28640986407889
ZDBF2,1.21071737452733,-1.15985185569633,29.0764041342181,5.19985818192483e-06,0.000385981426185257,5.26990688137145
GADD45GIP1,-0.936464597493667,0.6399292244565,-29.0197031578804,5.24255563013417e-06,0.000385981426185257,5.26119082210873
PCDHB5,0.928564818308333,-1.47859214374917,28.9455174570666,5.2990764260833e-06,0.000385981426185257,5.24975444191095
SLC7A11,-0.923996802835933,-0.565106649619033,-28.9291447927608,5.3116518269692e-06,0.000385981426185257,5.24722546155415
RELN,-1.849603396213,-0.595239529770167,-28.9115332656288,5.32521999317133e-06,0.000385981426185257,5.24450310310359
TFG,0.94668019334,2.01252431597333,28.8149944555974,5.40036103646808e-06,0.000385981426185257,5.22954302854245
CHMP2B,1.19531156132533,-0.251562814836,28.7364674883543,5.46245161910878e-06,0.000385981426185257,5.21732744943298
VASN,1.20247917168453,-0.6440443483444,28.5461858484881,5.61660685393372e-06,0.000385981426185257,5.1875522887684
TCOF1,-1.22971429864667,2.95357810151667,-28.5208693820701,5.63752017619616e-06,0.000385981426185257,5.1835719741513
VIM,2.38583839236667,5.05425515382667,28.5105235739471,5.64609431130213e-06,0.000385981426185257,5.18194410408964
PALM,1.44658517640697,-0.61603456869985,28.4937376954832,5.66004002105496e-06,0.000385981426185257,5.17930133667733
UQCRQ,-1.06992270503141,0.533151602461963,-28.4742213932645,5.67630776387913e-06,0.000385981426185257,5.17622623276419
MRPL18,-1.017565735444,-1.17124533609133,-28.4633158013052,5.68542326436667e-06,0.000385981426185257,5.17450673065134
CNST,-1.110458111565,-0.291330170476167,-28.3966848263244,5.74151206954512e-06,0.000385981426185257,5.16398293176997
COX6C,-1.42163350771198,0.651961976074012,-28.3757677822906,5.7592606626955e-06,0.000385981426185257,5.16067287233475
LPCAT1,-1.07268171479567,-0.1089512959925,-28.3754209135476,5.759555560283e-06,0.000385981426185257,5.16061795561328
CACNA2D1,-0.876547285150334,1.33162381667817,-28.3497843163178,5.78140282755935e-06,0.000385981426185257,5.15655680436033
PDE1C,1.27007079320667,-3.42931202124,28.2113141264314,5.90119374249109e-06,0.000388523551635452,5.13454162085108
MRPS30,-1.16146897461557,0.724773738422217,-28.1465951194606,5.95823435933294e-06,0.000388523551635452,5.12420561734885
MRPL2,-1.006334900449,-1.39276566199217,-28.1098661786828,5.99090904921415e-06,0.000388523551635452,5.11832656851273
NDUFA13,-0.897408097268,0.215287464731,-28.0714678070955,6.02530615581366e-06,0.000388523551635452,5.11217003212006
PLGRKT,-0.908854789082,-0.763994592315667,-28.0675674449431,6.02881373227426e-06,0.000388523551635452,5.1115440860108
GALNT2,-0.90650334543,3.313661413365,-28.0108697797157,6.08008795151296e-06,0.00038912562889683,5.10243273374075
NDUFA8,-1.045060162145,-0.108599638280167,-27.9345306337497,6.14997964366406e-06,0.000390902815706867,5.09012857726175
MRPL9,-1.00387138051367,-0.0426009477218333,-27.7930551563872,6.28215306235837e-06,0.000394844360753588,5.06721476583443
XPR1,-0.995644656684,0.301904448418,-27.666375410598,6.40349640377662e-06,0.000394844360753588,5.04657385166163
LNPEP,-0.856678644633333,2.83769157319333,-27.6242044453558,6.44453281479474e-06,0.000394844360753588,5.0396765478713
CXADR,1.84676222263167,0.398335748974167,27.4921408721373,6.57516463870303e-06,0.000394844360753588,5.01799200245066
C3orf38,0.950720362743333,-1.96708503059833,27.4434841379381,6.62411809339368e-06,0.000394844360753588,5.00997010916443
EGLN1,-1.14778947638067,0.397226134803667,-27.4214177424338,6.64646756665923e-06,0.000394844360753588,5.00632628091179
TGFBI,-1.21119863484334,-4.73512956679833,-27.4064989022528,6.66163063890383e-06,0.000394844360753588,5.00386067300031
MRRF,-0.870747865105433,-0.39316928169195,-27.4051405818192,6.66301331965183e-06,0.000394844360753588,5.00363610351419
COL5A1,0.902701185703334,1.69159258052167,27.3794971511344,6.68918335991455e-06,0.000394844360753588,4.99939392004864
SQRDL,-1.10034662888333,2.080205397845,-27.3489081743674,6.72056696187953e-06,0.000394844360753588,4.99432716450487
EPHX1,-0.974033795456666,1.75262689151167,-27.3240559159885,6.74619896910193e-06,0.000394844360753588,4.99020547665252
GLIPR2,1.02548422028267,0.348377676020667,27.3190324389678,6.75139473821734e-06,0.000394844360753588,4.98937178192909
ADAMTS1,1.0842677555818,0.3833028926351,27.2851988809199,6.78651789852364e-06,0.000394844360753588,4.98375183573303
PM20D2,1.02138208369933,1.35854886844367,27.2649359367122,6.80766139230325e-06,0.000394844360753588,4.98038192183298
MARCKS,0.999814964786666,2.15658237722333,27.2023222633036,6.87351279154493e-06,0.000396187569599608,4.96994911833623
KCNAB2,0.944805094206,-1.420395907067,26.9835159955417,7.10990766179853e-06,0.000407283599391916,4.93325734088909
LRRC6,0.953556721716666,-2.96949744989833,26.8889338063228,7.2152004654333e-06,0.000408551094388989,4.91728322684842
ESCO1,1.016393165021,-1.36269500240617,26.8473630002761,7.26208843181028e-06,0.000408551094388989,4.91024041463946
SLCO2B1,-1.89142544014,-2.88027577470667,-26.8455791212487,7.26410889808008e-06,0.000408551094388989,4.90993789504758
CCDC50,1.217787323646,1.09494338609367,26.7702400976071,7.3500779928715e-06,0.000410895926348479,4.8971389299877
TRPM4,0.891990940878,0.267138525052,26.714320375127,7.41470230264842e-06,0.000412026571069326,4.88761040294801
UQCRB,-1.09994520596267,0.756816008462,-26.6602193183471,7.47789483635809e-06,0.000413064667151209,4.87836847023364
MRPL47,-1.03567810995333,-0.216778365388,-26.5619291027001,7.59441563888494e-06,0.000417018799579008,4.86151890774344
MYEF2,0.998630611269667,1.3247567731985,26.5224371444566,7.64186412789273e-06,0.000417155877099085,4.85472743389088
NDUFS1,-0.936704392126667,2.00074826065,-26.3930161838816,7.79995071704508e-06,0.000423295571077066,4.83238385483134
GLCCI1,1.51603201953067,-1.09705790370133,26.1447569033155,8.11467800570854e-06,0.000433237447649726,4.78914722614085
COX7C,-1.74729805356333,-3.21091901754167,-26.1348009812929,8.12762392079849e-06,0.000433237447649726,4.78740289375147
CDK18,0.988396950023333,-0.213323309709333,26.1323264807075,8.13084553257384e-06,0.000433237447649726,4.78696922220158
CD81,0.981892592285267,0.535140753111033,26.0788664686467,8.20083353606727e-06,0.000433237447649726,4.77758781272137
SERPINB7,1.32373938921,-1.92225957303167,26.0669221673492,8.21657228301205e-06,0.000433237447649726,4.77548857625777
LURAP1L,1.25802873612667,-2.20074361292667,25.9946682689453,8.31258014747959e-06,0.000435072311133811,4.76276483355344
PET100,-1.73141207364567,-1.2854938492305,-25.9704004716678,8.34513700235112e-06,0.000435072311133811,4.75848169375247
CEP131,-0.828533755683,1.2969683463085,-25.8276467505668,8.53987527285306e-06,0.000437903103652308,4.73318774347152
DPYSL3,-0.92985480437,2.28451424596167,-25.8028225253754,8.57431063291952e-06,0.000437903103652308,4.72877194672427
CRELD2,-0.855300832457333,-0.776317140328,-25.7954597623833,8.58455701646156e-06,0.000437903103652308,4.72746125027777
PTPRJ,-0.831172277536666,2.12702158390167,-25.7747333232735,8.61348235519012e-06,0.000437903103652308,4.72376915978259
EFL1,0.82831376609,2.06299522124833,25.7363987491876,8.6672994586298e-06,0.000437903103652308,4.71693097708567
ROCK1,0.942781788816667,2.380014277415,25.7134286985061,8.69974587449729e-06,0.000437903103652308,4.7128276355856
COX8A,-1.29394297900333,-2.13898269183167,-25.6726529923443,8.75771450947113e-06,0.000437903103652308,4.70553258325381
RCAN1,0.909983452762334,-1.03157650171883,25.633341316817,8.81405464055955e-06,0.000437903103652308,4.69848618343037
TIMP3,1.13816541822367,-1.20915937711817,25.6213390086668,8.83134517054121e-06,0.000437903103652308,4.69633223407796
HDGF,-0.821592613420001,2.75946813921,-25.4944762218538,9.01669311764401e-06,0.000437903103652308,4.6734905233605
NTPCR,-0.833805723268567,0.41259103674505,-25.4402586643256,9.09737120154357e-06,0.000437903103652308,4.66368676753532
UIMC1,-0.820442603381,1.32888743751283,-25.4373697470385,9.10169503102555e-06,0.000437903103652308,4.66316367970465
DNAJB2,0.8640289149348,0.330548141851933,25.404868584506,9.15051490424663e-06,0.000437903103652308,4.65727385241773
NDUFV3,-2.07998527080667,-3.82563636556,-25.3879821534028,9.17600775728614e-06,0.000437903103652308,4.65421012684837
DICER1,0.82078892103,1.79398373150833,25.3496439289004,9.23421240744213e-06,0.000437903103652308,4.64724525866756
TANC2,0.815805683386667,1.25369136766667,25.3435250857287,9.2435441586682e-06,0.000437903103652308,4.64613248109807
CCDC61,-0.804188296643334,-2.98646105124833,-25.3401907882005,9.24863415121559e-06,0.000437903103652308,4.64552596705823
TNK2,1.92632479300667,-3.84110877570333,25.3009029870757,9.30887096400333e-06,0.000437903103652308,4.63837221403547
NDUFA7,-1.58155887008167,-0.0782899322158333,-25.273932234738,9.35050398856291e-06,0.000437903103652308,4.63345348249291
NDUFA3,-0.928398373396667,-0.785693430828333,-25.267439249902,9.36056115532861e-06,0.000437903103652308,4.63226839606101
APOL1,-0.988529606342,0.234583997509333,-25.2482391653834,9.39037905461307e-06,0.000437903103652308,4.62876189265443
WFS1,0.984031772936667,2.12504176375833,25.1961364429882,9.47188882346989e-06,0.000439495641409003,4.619230225392
EPDR1,0.827701247084333,-1.4403605155145,25.034229276478,9.73082195633103e-06,0.000449263819675383,4.58945927005262
SENP2,0.805869304232,-1.29898613709733,24.9719744142319,9.83270958978606e-06,0.000451308599632733,4.57795054692278
TSC22D3,0.771048479143667,-1.2432121696515,24.9074298293358,9.93974098673091e-06,0.000451308599632733,4.56598220598263
ASS1,0.903099005056667,1.48734120155167,24.8896682203374,9.96944667095749e-06,0.000451308599632733,4.56268220269708
KRT19,1.37308513756,3.26326415279,24.8388183012757,1.00551004447053e-05,0.000451308599632733,4.55321899030719
NDUFA12,-0.847454011887933,-0.451536164254033,-24.8159842346428,1.00938590454578e-05,0.000451308599632733,4.54896201402076
NADK2,-0.776272898344,0.0807445781586667,-24.7225363035651,1.02544156233569e-05,0.000451308599632733,4.53149154578364
ARGLU1,-0.785985556256,-0.800982659338667,-24.7167163605388,1.02645191737537e-05,0.000451308599632733,4.53040087696273
SH3BGRL3,0.762327226469666,0.8977817141085,24.6237191393102,1.04276465530407e-05,0.000451308599632733,4.51293134594499
ABHD10,1.00344466369333,1.90171406426,24.6230467269784,1.04288376632664e-05,0.000451308599632733,4.51280474696718
MSLN,1.106225413677,-0.161689659177167,24.6074218435874,1.0456562986723e-05,0.000451308599632733,4.50986179868065
MT-ND1,-1.09838754091667,-3.05790542762833,-24.5625192575269,1.05367484551866e-05,0.000451308599632733,4.50139198511137
RECK,0.781853825367,1.09586687420317,24.5465102526375,1.05655204974096e-05,0.000451308599632733,4.49836780383744
ALPK2,0.760401960087667,1.17947502797283,24.5447987069935,1.05686023018659e-05,0.000451308599632733,4.49804434534201
NPR3,1.03235616013,-2.60677188580167,24.5199063349799,1.06135493101581e-05,0.000451308599632733,4.49333699366953
SPP1,-0.828538931644667,1.07624540839433,-24.5145641878706,1.06232261605161e-05,0.000451308599632733,4.49232600851746
CPQ,1.19177692724233,0.344688985190833,24.4857638423324,1.06755838920951e-05,0.000451308599632733,4.48687111046934
MT-ND2,-2.08216735090667,-3.55736666186,-24.459490601024,1.07236259944739e-05,0.000451308599632733,4.48188819453404
CDA,0.933837936150367,-0.414273608147817,24.4387488914284,1.07617422915273e-05,0.000451308599632733,4.47794987682379
RAB33B,0.848136327763332,-2.520155811265,24.4344388940246,1.07696836264026e-05,0.000451308599632733,4.47713102038661
CCDC80,0.873840641419333,0.836469709330333,24.3564151875729,1.09147060084795e-05,0.000451308599632733,4.46227754898224
MAPRE2,1.059169612082,1.00507101461567,24.3376448503307,1.0949953976156e-05,0.000451308599632733,4.4586957814399
NDUFB7,-0.881654599568,-0.904718096939333,-24.3142742911226,1.09940374056577e-05,0.000451308599632733,4.45423161046228
GPC4,-0.804199932223332,2.189712987015,-24.2592430385709,1.10987115458116e-05,0.000451308599632733,4.44369957164429
SAA2,-1.19868672800333,-1.32320860149167,-24.2492763921524,1.1117800527543e-05,0.000451308599632733,4.44178909532058
POFUT2,0.890594879353334,1.54498319949333,24.2130033387643,1.11876173884632e-05,0.000451308599632733,4.4348281555283
MRPL39,-0.926116820795667,0.629376324732167,-24.2056289893048,1.12018774625627e-05,0.000451308599632733,4.43341147729581
TMX3,0.749525879796667,1.363445658385,24.1935901096997,1.12252058451421e-05,0.000451308599632733,4.43109760186854
PRKCZ,0.875772314503,-0.216544416026833,24.1806003355019,1.12504442299092e-05,0.000451308599632733,4.42859943365481
GBE1,0.924258337269,1.43021221202883,24.153781932547,1.13027731534641e-05,0.000451308599632733,4.42343673751265
FLNC,1.27278751417,1.477111032255,24.1307541390742,1.13479460175953e-05,0.000451308599632733,4.41899833550569
MRPL55,-1.062351071431,-0.752889854371167,-24.1300163230243,1.13493970536747e-05,0.000451308599632733,4.41885604513386
TRMT2A,-0.758559959364,0.848337426321333,-24.0891562755497,1.14301143552688e-05,0.000451308599632733,4.41096799460236
SYTL5,0.74524381641192,-0.307940649762373,24.0625902020004,1.1482975401841e-05,0.000451308599632733,4.40583090435228
MRPL51,-1.02587780801433,0.101646840833833,-24.0570111894513,1.14941148662636e-05,0.000451308599632733,4.4047512364976
ARL6,0.766133489310333,-1.0297895354915,24.0499070408077,1.15083188723395e-05,0.000451308599632733,4.40337599087256
GALNT18,-0.858831518442334,-1.06345971619883,-24.0240951316977,1.15601100978077e-05,0.000451308599632733,4.39837518602548
