genes,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000173432,-3.93656199470918,7.7667552144546,-51.0233666170424,5.1439319953606e-32,6.87177875260222e-28,63.2579293487072
ENSG00000182459,-3.81420859648619,2.86969940522222,-51.001421693214,5.2137627883711e-32,6.96506570898495e-28,62.8508356892084
ENSG00000091483,-2.40051008738027,6.78536619889745,-50.1566680030406,8.79966732198676e-32,1.17554755754421e-27,62.7233526054746
ENSG00000163565,-2.67029460724765,4.90338753617174,-49.6904293812829,1.17904941882818e-31,1.57509211861257e-27,62.4220313920943
ENSG00000111799,4.74855032576681,5.05357662417573,47.3766479989565,5.24598543619366e-31,7.00811194421112e-27,60.9413585784551
ENSG00000033122,6.15978560198625,3.30843249825909,47.5632700874476,4.63881183551365e-31,6.19698873106269e-27,60.8972850752273
ENSG00000164465,2.15282417068973,6.84126296948528,46.5965628949859,8.8178813816322e-31,1.17798077377225e-26,60.4073617859686
ENSG00000162366,-3.821570521642,4.42199145758055,-46.5588309064402,9.04411645205172e-31,1.20820351682959e-26,60.3825648659744
ENSG00000182632,4.13429839074534,2.58343554044869,46.4305200948043,9.85925195651604e-31,1.31709746887098e-26,59.9615038396389
ENSG00000101017,-6.79484282418325,2.47306004300837,-46.0352581144265,1.28804300127234e-30,1.72069664539972e-26,59.6656513333857
ENSG00000154380,-1.8132392522287,8.19183035511838,-45.2669192596983,2.17963614497013e-30,2.91177592606559e-26,59.4845508881783
ENSG00000143761,-1.62003097590047,7.68227587329338,-45.1151923693605,2.42070779947715e-30,3.23382354932152e-26,59.3817159490761
ENSG00000163904,1.37943009874756,5.91929679508965,44.2103562830648,4.55783522737387e-30,6.08881208024876e-26,58.7680337906111
ENSG00000147041,2.89184475873903,4.7825446515983,43.8006081892268,6.09544001840263e-30,8.14289832058407e-26,58.4925283283327
ENSG00000054983,5.65770108587841,2.66269450037723,43.851360389678,5.87903442058511e-30,7.85380208245965e-26,58.2869251630845
ENSG00000170017,1.99065311396323,7.50406700436231,43.4180196618882,8.01530941774882e-30,1.07076518511707e-25,58.1740701937214
ENSG00000078237,-2.55411662485012,4.00200530375102,-43.1609578244399,9.64696448396897e-30,1.28873798541341e-25,58.0166725421625
ENSG00000116761,2.05108641892012,5.05130284322396,43.0361083669627,1.05594400242908e-29,1.410635592845e-25,57.9406424948362
ENSG00000140479,-3.67773624686354,2.15736575730563,-43.3508042171939,8.41233852907058e-30,1.12380430409854e-25,57.7642504200476
ENSG00000143756,-2.08864904638152,6.03017890384147,-42.8167437902545,1.23843245075034e-29,1.65442191095737e-25,57.7589873014425
ENSG00000255112,1.94017601485192,5.21322453764138,42.7573339294273,1.29324587088986e-29,1.72764715892176e-25,57.7344307847555
ENSG00000163734,-6.25916549815024,2.51018009448458,-43.0902011775553,1.0153637817776e-29,1.3564244760767e-25,57.7173735832096
ENSG00000079263,-2.24666622944512,4.67368359292133,-42.635335238913,1.41378851146867e-29,1.888680072471e-25,57.6520329730068
ENSG00000143815,-1.593214407718,7.58083769005446,-42.5500275980022,1.50491316750287e-29,2.01041350046709e-25,57.536396929518
ENSG00000163874,-3.16934922049056,4.22910027962482,-42.437968698035,1.63389847131379e-29,2.18272496782809e-25,57.5029979978768
ENSG00000148498,-1.19214822402258,7.21672843316888,-42.4256138353515,1.64880079421131e-29,2.20263298098689e-25,57.4482031291443
ENSG00000166086,1.53666542186624,5.06397280764034,42.2937742103096,1.81683194392736e-29,2.42710579389256e-25,57.3962488145854
ENSG00000143641,-1.59195081030892,7.63066125760241,-42.1790101157883,1.9774526093247e-29,2.64167894079687e-25,57.2596543818133
ENSG00000047457,-3.95189375522875,2.68367062486531,-42.3639281096712,1.72532986106644e-29,2.30486816139866e-25,57.2586722051729
ENSG00000149972,3.82044206349437,2.67751872120135,42.1631166390567,2.0008239271875e-29,2.67290068432978e-25,57.1143979938343
ENSG00000163961,1.45799291351071,5.35467041308265,41.7939881519488,2.63176753099113e-29,3.51577824465104e-25,57.0171215727797
ENSG00000083720,-1.37674981969269,6.80705006397017,-41.7758686248935,2.66757672818479e-29,3.56361575118206e-25,56.9679487886887
ENSG00000118898,4.78718060326688,4.47195530712587,41.3109964319121,3.78048574961399e-29,5.05035091290932e-25,56.6695721714267
ENSG00000124275,-1.34627717330046,7.09545951949682,-41.2763235118932,3.8806814940385e-29,5.18420240788603e-25,56.5840538973478
ENSG00000139971,-1.79869274005557,4.47452810243613,-41.0500485376246,4.60545523868745e-29,6.15242765336257e-25,56.4723064423119
ENSG00000135766,-1.97217440617546,6.90547278999108,-40.8650437100112,5.30112557800891e-29,7.0817736596621e-25,56.2715086742511
ENSG00000144802,-2.83518271810581,5.11234187487882,-40.6840339301734,6.08699399761824e-29,8.13161528141821e-25,56.1806056651756
ENSG00000198053,-1.88249468602537,6.58960502106332,-40.4854034425161,7.08889796029968e-29,9.47005878516435e-25,55.9837415338861
ENSG00000196139,2.25379902890365,5.18310660025592,40.4082689100874,7.5224836171252e-29,1.00492858641176e-24,55.9654649602202
ENSG00000140284,4.77238717462,2.93617138420944,40.3868590763921,7.64761430831579e-29,1.02164479544791e-24,55.8685467814614
ENSG00000170381,2.74940179184691,5.60721399556893,40.2635464795697,8.41130618111069e-29,1.12366639273458e-24,55.8389320331766
ENSG00000069248,-1.3583803577964,6.07152405457597,-40.2310192234155,8.62556811449536e-29,1.15228964441544e-24,55.7988435428204
ENSG00000114480,1.56631171010239,5.98592249142788,39.6013518139009,1.40913718808e-28,1.88246636955608e-24,55.305311047156
ENSG00000170558,1.48639959779322,7.63485921535402,39.6007927500999,1.40975610753354e-28,1.88329318405406e-24,55.2701116379624
ENSG00000073792,1.38077066594777,7.16283765645857,39.4947624881314,1.53235720871668e-28,2.04707599512461e-24,55.1920778479267
ENSG00000162819,-1.63492670778701,6.18618593130876,-39.3151280037761,1.76575474616302e-28,2.35887176539918e-24,55.0708990412099
ENSG00000241794,-8.62758791982597,-1.21618743778613,-45.2088717962603,2.26879958146725e-30,3.0308893608821e-26,55.0504779467066
ENSG00000121413,3.13186582836522,2.22980303335548,39.4366643691449,1.60414585394742e-28,2.14297844628835e-24,54.9895031047139
ENSG00000120875,2.23278172091201,5.88332713495327,38.9869985714741,2.2913903508827e-28,3.0610683697442e-24,54.8172007886193
ENSG00000049656,-1.37980174873046,9.15248986185797,-38.7712712050524,2.72270678365957e-28,3.63726399229082e-24,54.593732846695
ENSG00000117525,1.90976488411124,9.4157444395282,38.7701618113295,2.72512918252512e-28,3.64050007493531e-24,54.5925664499495
ENSG00000133216,-2.41575219543925,5.74288113048077,-38.6100090424025,3.09922998538042e-28,4.14026133746971e-24,54.5169478183667
ENSG00000145191,1.2388511001154,5.61598607266889,38.1717528086052,4.41851891436985e-28,5.90269941770668e-24,54.1633353584054
ENSG00000119139,-1.55193098489752,7.37593218219037,-38.2304266222692,4.21267614803085e-28,5.62771406615441e-24,54.1631526146244
ENSG00000162885,-2.13214559502098,5.67629137010759,-38.1500342706489,4.49731821993556e-28,6.00796741001192e-24,54.1430258557485
ENSG00000165757,-2.23771656890109,5.1660774638578,-38.0559942747102,4.85559617066495e-28,6.48659092439131e-24,54.0870439210927
ENSG00000119729,-1.32380375893702,6.43857210644904,-38.109195486413,4.64943677846019e-28,6.21118259234496e-24,54.0829544848056
ENSG00000134444,1.53918645703582,5.56049661674693,37.9913938121262,5.11865669296243e-28,6.83801347612851e-24,54.0168692114749
ENSG00000163762,-1.71797282512959,5.69595521692608,-37.9877475249091,5.13393580911701e-28,6.85842484739941e-24,54.008338366586
ENSG00000134779,1.31240316934903,6.74614597716777,37.9707540865916,5.20576638724413e-28,6.95438331671943e-24,53.9603376028836
ENSG00000151025,4.70023007582335,1.50936817498332,38.4392985247127,3.55671272833779e-28,4.75141253378645e-24,53.9521796007967
ENSG00000197256,1.69038709014926,6.04008352085034,37.9276308199719,5.39273453482152e-28,7.20415406506807e-24,53.9455389883463
ENSG00000162923,-1.38069203611628,6.98384905494718,-37.9293257648708,5.38525667892527e-28,7.19416439737627e-24,53.9207828509064
ENSG00000170873,-2.57327954530911,3.94030482598171,-37.7265065649583,6.36065947472973e-28,8.49720499229145e-24,53.8502111802519
ENSG00000149131,3.42001970035074,4.73482919951479,37.7304969144199,6.33980912485361e-28,8.46935100989194e-24,53.8361651606889
ENSG00000164684,-4.01207878240987,2.01002250700094,-37.9767845183074,5.18015814265388e-28,6.92017326277131e-24,53.7984921796983
ENSG00000073578,-1.15337588234245,6.82000042127782,-37.7311705484968,6.33629621319027e-28,8.46465811120089e-24,53.7592975749311
ENSG00000059588,-1.97166696964782,4.59556847947797,-37.4982819520114,7.67892064037254e-28,1.02582700834737e-23,53.6486179995331
ENSG00000166974,1.32196824051312,6.1805053887004,37.499112184314,7.67364586219062e-28,1.02512235073004e-23,53.583278326172
ENSG00000189056,-8.02251576750417,2.04549250974709,-37.5401139969885,7.41773876096725e-28,9.90935721077615e-24,53.4659427797133
ENSG00000170989,2.58790198433676,4.67262868053077,37.2575810391204,9.37751570871931e-28,1.25274232352781e-23,53.4446336527045
ENSG00000197622,-1.43302135975281,7.09661771088993,-37.3508018820121,8.6778555210757e-28,1.1592747190605e-23,53.4343780672818
ENSG00000163576,-3.09412426741349,3.59044904226263,-37.1581465036511,1.01881844946456e-27,1.36103956663971e-23,53.3759038797473
ENSG00000167165,-2.90699077786648,5.06078472735811,-37.0500966329212,1.11514252010011e-27,1.48971889260174e-23,53.2527988626082
ENSG00000168118,-1.61045856367724,4.55440572045471,-37.0174462283512,1.14606029567991e-27,1.53102194899879e-23,53.2474679512036
ENSG00000148346,-8.30547805929975,4.07260997883611,-36.9426259798852,1.22028791883489e-27,1.63018263077153e-23,53.1979781433655
ENSG00000108797,3.74545692293731,3.51053470822123,36.8667311835532,1.30065629271562e-27,1.73754674143879e-23,53.1307754941565
ENSG00000223638,4.30943381534091,1.69143975781758,37.2611065568544,9.35002485671107e-28,1.24906982060803e-23,53.1223453085655
ENSG00000183814,-1.70359422296728,4.25728359114158,-36.4525074281503,1.84634876505542e-27,2.46653731523754e-23,52.7786164761604
ENSG00000135801,-1.62401413299104,5.19877356816312,-36.4297143260823,1.88249520806538e-27,2.51482534845454e-23,52.7171576029904
ENSG00000114354,1.23973472093227,7.4792950555235,36.4094249050575,1.91528475053753e-27,2.55862889824309e-23,52.6237190512877
ENSG00000125730,-2.64089768552295,8.34981669722541,-36.4091676967339,1.91570418061757e-27,2.55918921488702e-23,52.6142519132937
ENSG00000162714,-1.46698222270426,4.6955211851505,-36.1129971068298,2.46750260839255e-27,3.29633673455161e-23,52.469222459895
ENSG00000134548,1.59657561578538,6.40079552580391,36.1670251281809,2.35580925520982e-27,3.1471255840348e-23,52.4382289557851
ENSG00000150051,7.22626380862054,0.616146605000514,37.1403253749026,1.03409453489003e-27,1.3814468891596e-23,52.4306446259567
ENSG00000165959,2.10520713283225,4.1844011644766,36.043024664948,2.62032273011915e-27,3.50048913516617e-23,52.4294412611968
ENSG00000185811,-6.872860306557,-1.95370993670496,-42.4885626971839,1.57430647773008e-29,2.10311602359961e-25,52.4237173796868
ENSG00000072195,3.10278350000125,3.26613333478961,35.7723813641358,3.30941899993912e-27,4.42105284201867e-23,52.1943018867104
ENSG00000197712,1.27380507998706,6.00981217658037,35.7850613682641,3.27329288580664e-27,4.37279196614908e-23,52.1188784989157
ENSG00000155130,1.52003263535889,8.5571108742332,35.7730665817941,3.30745630755079e-27,4.4184308812571e-23,52.057749972071
ENSG00000119541,1.47562538813231,5.76540891102454,35.6701461918862,3.61613580210795e-27,4.830795818036e-23,52.0285447145818
ENSG00000057019,1.39096423979147,9.89488306655021,35.668231638238,3.62215132759251e-27,4.83883195853083e-23,51.9630528043494
ENSG00000116991,-2.46022435665053,4.90994544219676,-35.523104964866,4.10953360712499e-27,5.48992594575827e-23,51.9435136326085
ENSG00000160190,-2.26128715252086,4.04131026230313,-35.3771420067723,4.66820609414554e-27,6.23625652116903e-23,51.85419445202
ENSG00000162772,2.11437482553861,6.02032271032349,35.4311554705326,4.45286702460602e-27,5.94858505817118e-23,51.8062086867297
ENSG00000101557,1.08937622944445,7.61230793747963,35.4561068205205,4.35687510798836e-27,5.82034945676166e-23,51.7861874275075
ENSG00000184374,-4.68024914637251,3.64601253971977,-35.1532663748483,5.68172736752763e-27,7.59021959028016e-23,51.6637123188314
ENSG00000167755,3.37646116261185,3.23603276428461,35.1451725911228,5.72235793792834e-27,7.64449796927847e-23,51.6496016837474
ENSG00000113360,-0.991820502523794,7.35916456014048,-35.2842754857216,5.06388239721719e-27,6.76484049444245e-23,51.637283638369
ENSG00000103449,-2.37083534540667,3.88677137912524,-34.9592383221078,6.74300740567222e-27,9.00798359323752e-23,51.4894156751941
ENSG00000144959,-1.49009089984739,8.23321462023184,-35.1238371385143,5.83090282958808e-27,7.78950309004671e-23,51.4829234139335
ENSG00000177614,-3.72898134867661,3.62731118076736,-34.9407494526597,6.8542685131532e-27,9.15661730672136e-23,51.4763663853938
ENSG00000080819,1.47840859050047,6.06470245612488,35.0465398616883,6.24225437714393e-27,8.33902762242658e-23,51.4615276181848
ENSG00000184887,7.73045778807707,0.93898535078773,35.4637404632118,4.32793533658256e-27,5.78168881614064e-23,51.3319943006154
ENSG00000116977,-1.6231715190701,6.03717938669864,-34.8362142682995,7.51993072695261e-27,1.0045875458136e-22,51.2736309801425
ENSG00000035687,-1.58673418410683,6.005080146374,-34.8319892765584,7.54819558873742e-27,1.00836344869943e-22,51.2711773850759
ENSG00000145431,1.54976288488989,6.85739358775298,34.8612356832118,7.35476079854241e-27,9.8252249507728e-23,51.2683585061235
ENSG00000145901,-1.66765383242575,7.25645877622292,-34.8566468896548,7.38476966100065e-27,9.86531379013076e-23,51.2554308476678
ENSG00000141424,1.16742900319722,7.56517791204079,34.8440951466763,7.46749943558619e-27,9.97583249599959e-23,51.238812538574
ENSG00000182481,-1.01053487607763,8.02482797649026,-34.8334378956495,7.53849212568911e-27,1.00706716307081e-22,51.2234006826542
ENSG00000127955,1.71419145731921,5.50771409451969,34.7277143571732,8.28161161104291e-27,1.10634049511922e-22,51.2012474498385
ENSG00000167315,1.35911733441007,6.73844635509595,34.7769511883481,7.92656352317807e-27,1.05890962106136e-22,51.1953906975456
ENSG00000156298,2.45805375038228,2.98785249521378,34.5990256440256,9.28910919230099e-27,1.24093209699949e-22,51.1572604266174
ENSG00000167034,7.1583737963931,0.231026913837583,35.8364852497784,3.13089995229564e-27,4.18256924627175e-23,51.1523781283808
ENSG00000135763,-1.91421379301348,4.78403457349074,-34.5965777775817,9.30945328358771e-27,1.24364986415448e-22,51.1245638012118
ENSG00000134516,-1.65169893688156,4.80923078767797,-34.541635756217,9.77836079694104e-27,1.30629121886335e-22,51.0734233039757
ENSG00000017797,1.17600963749601,6.64905600486811,34.5908090923613,9.35757836831642e-27,1.25007889422339e-22,51.0292723362566
ENSG00000114503,1.32453350719932,6.42415931186401,34.4548269593115,1.05694451312519e-26,1.41197217508394e-22,50.912732219004
ENSG00000179820,2.45211601722927,3.93188821919299,34.3055468658468,1.20876451498438e-26,1.61478851556764e-22,50.9029515651167
ENSG00000170054,4.21106821097443,2.18347057728105,34.4180478824878,1.09242354573623e-26,1.45936861474903e-22,50.9018987771967
ENSG00000169926,1.45222763846172,5.63131987537054,34.3081290635259,1.20595578369181e-26,1.61103633143389e-22,50.8135844589362
ENSG00000113645,-1.84319492871688,6.32085584774054,-34.1457619687849,1.39636959110159e-26,1.86541013675262e-22,50.6334353672017
ENSG00000161203,1.01795988296034,8.30306493560538,34.0113624854984,1.57732099698449e-26,2.10714311987158e-22,50.4693948796677
ENSG00000080822,1.80401933570811,6.48387078259949,33.8897724233022,1.76184303936959e-26,2.35364611629384e-22,50.391192966096
ENSG00000120708,-2.17878139639578,7.75036001487215,-33.9110750504718,1.7279753505312e-26,2.30840227077463e-22,50.3822312303922
ENSG00000156510,-0.929555675392646,6.9383762252395,-33.866911514395,1.79895004806198e-26,2.403217369206e-22,50.3565501123306
ENSG00000025039,-3.84094339095232,2.91972952664624,-33.6198722237738,2.25531176696872e-26,3.01287098949351e-22,50.2750659153667
ENSG00000189067,-1.17327812872873,7.81701063952243,-33.7327766314672,2.0335152055638e-26,2.71657296311268e-22,50.2155828239132
ENSG00000006747,-4.34427671576763,2.83477172919641,-33.5589936814864,2.3851084755017e-26,3.18626641242272e-22,50.2147769653933
ENSG00000104725,7.08340249037101,3.02949264654331,33.5369241438711,2.43404265033619e-26,3.25163757658412e-22,50.2044179921641
ENSG00000171132,-1.71907860726451,5.09601484076696,-33.4105307303433,2.73493597243083e-26,3.65360096557034e-22,50.0148339880824
ENSG00000175471,-1.81092512235278,5.20542766786008,-33.384685850241,2.80104464864268e-26,3.74191554612176e-22,49.9836529480313
ENSG00000143153,-1.39593308400153,8.70926592679996,-33.4736464385076,2.58016509899358e-26,3.44684255574552e-22,49.9658514786797
ENSG00000079257,7.71785758839403,1.30284538555563,33.6119854703056,2.27170783681178e-26,3.03477449919685e-22,49.9495404724087
ENSG00000124145,-1.13985264709258,9.10151712716484,-33.450496572326,2.63585657754028e-26,3.52124080193606e-22,49.9430150321116
ENSG00000101577,1.69851223312619,5.2161054748432,33.3385035247378,2.92330607633879e-26,3.90524458738098e-22,49.939653423297
ENSG00000121644,-1.55310274216591,6.09700118866873,-33.3690905283075,2.84173061602246e-26,3.79626792994441e-22,49.9203824530209
ENSG00000183111,-2.63008326851413,2.7988008579231,-33.2274964094052,3.24020350192676e-26,4.32858785822396e-22,49.9093965452856
ENSG00000138386,-1.34806280560099,6.34246592826231,-33.3463441214759,2.90216787099963e-26,3.87700605886841e-22,49.8887811054315
ENSG00000078304,1.01374405707216,6.6855394591926,33.3469064194427,2.9006579859076e-26,3.87498900337396e-22,49.8774338353114
ENSG00000105877,-6.17836746962717,1.45224471439849,-33.409847348355,2.73666313408695e-26,3.65590828082676e-22,49.82603444233
ENSG00000163638,-3.54377865335993,5.03507700780475,-33.1259978112418,3.56094595870007e-26,4.75706770622742e-22,49.7514810492218
ENSG00000138829,9.22406986011314,2.09172627809616,33.1396933499521,3.51582397519916e-26,4.69678924846856e-22,49.7469285829503
ENSG00000150687,1.12878803906926,9.52821712694428,33.1978471469498,3.33069394455472e-26,4.44947404053065e-22,49.704115582219
ENSG00000151726,-1.37315795797917,5.98952488558992,-33.0767615007886,3.72815247920898e-26,4.98043889697528e-22,49.6493088168968
ENSG00000153012,-3.08240980143498,2.47267095219365,-32.9451262877041,4.2160983882189e-26,5.63228583682163e-22,49.6227326697027
ENSG00000144681,1.22184697920979,5.5184208390019,32.9440977006416,4.22016010492873e-26,5.63771188417429e-22,49.5485222708416
ENSG00000166923,4.49453863163286,4.34387287797921,32.7568744013551,5.03099777714637e-26,6.72090993048984e-22,49.4477162874106
ENSG00000170396,6.39145247564083,-0.536638378848883,34.4802180363352,1.03314572191694e-26,1.38017936990883e-22,49.4450036353277
ENSG00000122042,1.35094599235157,7.04629028618251,32.6113106069793,5.77140066207286e-26,7.71001414446314e-22,49.1671429031712
ENSG00000115009,-4.6439894328852,4.84220712553109,-32.4656572614259,6.62516923871779e-26,8.85056358600309e-22,49.1357175166761
ENSG00000164442,1.74622081188741,7.6831618379881,32.5103766117473,6.35000916495182e-26,8.48297724345914e-22,49.0574975842439
ENSG00000116957,-1.70153775690929,5.07241723254348,-32.379956049039,7.1873620056366e-26,9.60159690332994e-22,49.037065774234
ENSG00000013588,1.57570603228413,9.33168787761486,32.4728793328291,6.57991290701019e-26,8.79010565247492e-22,49.0103759667167
ENSG00000103569,-6.19786941125363,-2.2009262893715,-36.7735730549692,1.40681888790065e-27,1.87936935234648e-23,48.9942072603178
ENSG00000163235,-1.55470662269105,5.63175421057164,-32.3385437542086,7.47642173896484e-26,9.98775180108312e-22,48.9610211884547
ENSG00000176463,-1.30426069516726,6.02680771848904,-32.3097969124647,7.68409939239659e-26,1.02651883783026e-21,48.9120949568791
ENSG00000143514,-2.71977267562517,6.78643335370221,-32.3242375028716,7.57904231818232e-26,1.01248426328598e-21,48.8966308972214
ENSG00000047932,1.7345325525408,7.25403523614118,32.1624889861766,8.84555724849958e-26,1.18167799282706e-21,48.7274730434973
ENSG00000177853,7.6223692957522,1.90022298937446,32.035894256743,9.98786580980376e-26,1.33427899353168e-21,48.6948899762522
ENSG00000197563,1.43538930597881,5.08913243021801,32.0214814515962,1.01272246660423e-25,1.35289594313659e-21,48.6880839620306
ENSG00000167552,2.34180032645251,5.58807670057328,32.0329840111883,1.00158451512571e-25,1.33801675375644e-21,48.6664189916757
ENSG00000231106,6.92944945273855,1.11577554467393,32.1560667015241,8.90013143479469e-26,1.18896855837422e-21,48.5844657684063
ENSG00000066926,1.98807907264814,4.80415331767368,31.827555777799,1.22098061629188e-25,1.63110800530432e-21,48.5190961585032
ENSG00000023330,-1.81332297346841,5.04291402310674,-31.8238604575868,1.22535218874585e-25,1.63694798894559e-21,48.4980990710066
ENSG00000116774,1.41954085584613,5.79736547878868,31.8666830536904,1.17566710325004e-25,1.57057368323172e-21,48.4914516237052
ENSG00000154305,-1.45245368107903,5.77664721740831,-31.8454931583837,1.1999878861614e-25,1.60306381712301e-21,48.4717881799626
ENSG00000116906,-1.33661867807505,5.84074154300848,-31.724457892641,1.34920267729457e-25,1.80239985659782e-21,48.3489968196034
ENSG00000114473,2.65014630438883,2.97197495026388,31.5520129051536,1.59556274752737e-25,2.13151227442181e-21,48.3333084769296
ENSG00000100292,-2.84556946771509,4.03984656436253,-31.4616329468201,1.74276116879182e-25,2.32815464538899e-21,48.2134151751406
ENSG00000169291,-3.39143700980978,2.19281282634131,-31.3776066206986,1.89217214040572e-25,2.527752762368e-21,48.1156858577563
ENSG00000116133,-1.88195526133627,7.20685757784241,-31.4514338135526,1.7602288230927e-25,2.35148968476954e-21,48.0271783242174
ENSG00000154153,-2.12482600055387,5.95041091521842,-31.4001621964826,1.85081324141354e-25,2.47250140920435e-21,48.0215387859955
ENSG00000122694,1.453251220455,4.79110107565864,31.3180074350433,2.00610211307823e-25,2.67995181286121e-21,48.0168677245165
ENSG00000171451,1.70600545888611,4.10308516785399,31.1969698668669,2.25975518032617e-25,3.01880694539773e-21,47.9472711749047
ENSG00000254290,-2.86411518416977,3.39636521856891,-31.113821824928,2.45297004597111e-25,3.27692268441281e-21,47.9001472288152
ENSG00000170412,2.92130259084891,2.31516172377549,31.1047083446901,2.47515849871136e-25,3.30656423842851e-21,47.8645495970595
ENSG00000107317,7.5248003642336,0.320840696335029,31.7403504802887,1.32856648801791e-25,1.77483197134312e-21,47.8347993966158
ENSG00000211448,3.7287986586333,3.34218476086766,31.0256713202208,2.67648300875021e-25,3.5755136513894e-21,47.8142370955291
ENSG00000253363,-6.06933442886621,-2.24251040120917,-34.7848211905999,7.87128398743681e-27,1.05152482788168e-22,47.7116773251796
ENSG00000143321,-0.924677415837516,9.54876138008635,-30.9551916979812,2.87023502720307e-25,3.83434697284058e-21,47.5079339480087
ENSG00000181104,1.46030131899725,9.28849379184843,30.9484017577252,2.88964877219321e-25,3.86028179477291e-21,47.5013162344839
ENSG00000144824,1.45151584494318,7.43147484128421,30.8194076477465,3.28532081755169e-25,4.3888600801673e-21,47.3862158073424
ENSG00000099194,-6.77598169093903,2.86301901486901,-30.5883020185716,4.13978141169586e-25,5.5303339878845e-21,47.3822033890866
ENSG00000121797,2.29090828763641,5.07041246190738,30.6934518123853,3.72571129534032e-25,4.97717771944513e-21,47.3673352528882
ENSG00000077585,-1.96963174209395,3.87062261668207,-30.6009674579933,4.08749059499447e-25,5.46047868585311e-21,47.3645531996519
ENSG00000162434,-1.32233724691422,9.33381522782805,-30.705387265478,3.68148790021009e-25,4.91809968589066e-21,47.2541375388319
ENSG00000100380,-0.849882433404574,8.48325060194056,-30.6813476092746,3.77111928019466e-25,5.03783824641204e-21,47.2323225293554
ENSG00000147573,-1.75093247717588,5.91276384915103,-30.5864333804185,4.14755446751718e-25,5.5407180131562e-21,47.2021947512234
ENSG00000036054,1.56747725627622,5.79750983589116,30.5594002817654,4.26170311491697e-25,5.69320919121757e-21,47.1810879783697
ENSG00000162852,-1.72247747216463,4.66509622055228,-30.4653565248802,4.68466681269979e-25,6.25824639508565e-21,47.1670218683908
ENSG00000143740,-1.33693951822434,4.38993829528795,-30.2623618828158,5.75161882946517e-25,7.68358759428251e-21,46.9815261382484
ENSG00000037474,-0.903086449552868,8.36883944370553,-30.4330681914113,4.83966771516905e-25,6.46531210069433e-21,46.9785518751511
ENSG00000147408,-3.54471125049467,2.43154000369391,-30.1503763916619,6.44450375588529e-25,8.60921256748716e-21,46.928136224165
ENSG00000074527,0.935043879830124,8.95211297550257,30.3161171819379,5.44675799722669e-25,7.27632400849513e-21,46.8550880498266
ENSG00000142623,-2.49349673473405,3.65668904177887,-29.9671452103745,7.76940926279657e-25,1.03791538341699e-20,46.7303547960762
ENSG00000143771,-1.46381191401211,5.6484191792684,-30.0546290622551,7.10496628465774e-25,9.49152445967428e-21,46.6698843156331
