,aKG,alanine,arginine,asparagine,aspartate,fumarate,glucose,glutamate,glutamine,glycine,histidine,lactate,leucine+isoleucine,lysine,malate,methionine,phenylalanine,proline,pyruvate,serine,succinate,threonine,tryptophan,tyrosine,valine
180716_pFH_5,0.00689120755076,0.103699245047,-0.050286585723,0.0016110678192,9.55492597099e-05,0.00253425812753,-7.16955742613,0.0672423908319,-0.224797404445,0.00376094341128,-0.040578557873,2.25773024871,-0.202447085946,-0.0216449619309,0.00349341550947,-0.0117139904578,-0.0256744557115,0.00988705241925,-0.377399107793,-0.0471564510776,-0.00108646759081,-0.0840483175766,-0.00587532090444,-0.0326678653021,-0.0695176663862
180716_pFH_6,0.0116885211697,0.104132376837,-0.0364742096377,0.00215122186494,0.00038163906835,0.0032135577905,-4.09900727879,0.0799797540659,-0.199161990816,0.0100520384408,-0.0268734992531,2.51943739633,-0.10955219668,-0.0584786892566,0.00487625889497,-0.00716374979603,-0.0120507288402,0.0113262267943,-0.374587046451,-0.0407754805135,4.6445518101e-05,-0.0555924852655,-0.00378236416322,-0.0184629522728,-0.0657574563707
220716_262_1,0.0196513380386,0.110730842758,-0.018207974777,0.00078886729482,-0.00109795996552,0.0493123495007,-1.3889886253,0.174344502894,-0.340037386628,0.0318051824588,-0.0487111039329,3.46532503281,-0.12392605301,-0.0314572232717,-0.00148200193546,-0.000870096246233,-0.0042722899831,0.0209436202116,-0.636347500723,-0.0485911930487,0.0146009798076,-0.0574850942892,-0.00256368134048,-0.0322892181524,-0.0237893313474
220716_262_2,0.0201422027146,0.118448849052,-0.0272356244145,0.000636731995815,-0.00149348422031,0.0355483195271,-2.7192770027,0.176930562853,-0.36572821833,0.0428426407996,-0.0808762114905,3.22025720451,-0.215115120647,-0.0549981137208,0.000234551525907,-0.0129564925699,-0.0104165417495,0.0161836780771,-0.644633408674,-0.0348155539863,0.0156448084128,-0.0967672425367,-0.00519125050141,-0.0604133919222,-0.144646492006
220716_262_3,0.0282544988217,0.117637655618,-0.0359433021066,0.000864466319107,-0.000476221179507,0.0582915983852,1.74535172007,0.172634844724,-0.297604349881,0.0418860082908,-0.0760332784663,3.54653340815,-0.0169328228041,0.0902621604908,0.000688077665383,-0.00117228969863,0.02451429735,0.0310236006484,-0.657391945155,-0.0361814186871,0.0202223440944,9.75827041028e-05,-2.67696633233e-05,0.0165009716335,0.0420924807689
220716_262_4,0.021518356829,0.10632995708,-0.0382611912074,0.000785895126795,-0.00156611304366,0.0379337749331,-3.28913285472,0.174909477161,-0.341860398426,0.0208886074666,-0.0869716858238,3.48721466142,-0.145419489008,0.00877801081304,-0.00122749666807,-0.00716754828791,-0.00408120812699,0.0214883759739,-0.630725025509,-0.0694727370336,0.014528514474,-0.178393377331,-0.00535183459487,-0.0469853490526,-0.104115279848
220716_262_5,0.0199857539115,0.11630752368,-0.0992387043651,0.000953137557644,-0.000735701778748,0.0577561865651,-1.30704624926,0.165255167116,-0.30981457632,0.0183944172841,-0.045208896942,3.46205556633,-0.124248025385,-0.066713977817,0.00017244102795,-0.00689570374242,-0.0116318197624,0.0236168243758,-0.667798458,-0.0608970428906,0.0136663520429,0.00112088214323,-0.00251893896912,-0.00520446084243,-0.0700085043835
220716_262_6,0.0189518427054,0.0972014587652,-0.0853151570714,0.000713286955713,-0.00138260310184,0.0385398963204,-1.28627201746,0.165717611854,-0.370722460964,0.0166821540366,-0.0607061471973,3.3927652377,-0.268651891179,-0.0171093840128,0.000143586058555,-0.0165392362591,-0.0235559915733,0.0190578541385,-0.619972358609,-0.0631249611316,0.00825713058782,-0.140701385101,-0.00747555873386,-0.0372127109861,-0.170887666614
220716_pFH_1,0.0128462172649,0.118922270753,-0.0413614435393,0.00213362293466,0.00161680243899,0.0,0.0811837354537,0.098579658421,-0.220565212858,0.0139400372849,-0.0442766901326,2.54922831413,-0.0922974639409,-0.0454766508175,0.00362184565056,-0.0075649270205,0.00572879589086,0.0129432796114,-0.46845594762,-0.0458900109116,0.003023964391,-0.0723729916624,-0.00392830540318,-0.0165029882972,-0.0601289494006
220716_pFH_2,0.0137355709962,0.112896875731,-0.023222710206,0.00197823885318,0.00366313604859,0.0,-0.395808420168,0.103343290221,-0.231355692612,0.00898781722813,-0.040999371796,2.49138015627,-0.0807245093033,-0.0382566395233,0.00311786309019,-0.00684490238493,-0.00257581695085,0.0127392234576,-0.451634555584,-0.0448988019307,0.00163341264114,-0.0435120070552,-0.00319299068499,-0.0172265671795,-0.0384488226885
220716_pFH_3,0.0136506151042,0.128858020395,-0.0193207629817,0.0018519144119,0.00120020376469,0.0,-0.29900117283,0.101718037318,-0.239298235356,0.0199526834026,-0.0183419255338,2.62319621193,-0.147980849766,-0.0316576139002,0.00186245546184,-0.0109233067667,0.00224514186693,0.0108883643781,-0.467051903397,-0.0386568269474,0.0048682568456,-0.0460329971592,-0.00518294079797,-0.0183737606188,-0.0772196057686
220716_pFH_4,0.0139664725943,0.121514538526,-0.049196918438,0.00201332692095,0.0025628197047,0.00542385504446,1.56683765601,0.102710272877,-0.205505360124,0.012543909295,-0.0322435653763,2.58782902198,-0.0702756116923,-0.0319855205504,0.00363931585979,-0.0030560355359,0.000196863267323,0.0145422925656,-0.461151910227,-0.0406814565755,6.54133727151e-05,0.0105079199361,-0.0012251344832,-0.00154885851675,-5.83057546044e-06
220716_pFH_5,0.0161707896237,0.10778630054,-0.0573520400027,0.00201863659031,0.00172138788492,0.0,0.461108531156,0.101713223874,-0.22075863399,0.011070051341,-0.0231044873612,2.68724762066,-0.128227417424,-0.0293632001048,0.00368951518926,-0.00860799064736,-0.0170548313989,0.0116996371617,-0.469886984138,-0.0470685355096,-0.000300619739766,-0.0244317142288,-0.0039219289162,-0.0396400966499,-0.0951076880947
220716_pFH_6,0.0150750515881,0.116031904753,-0.0485159160581,0.00228628750635,0.0020484707276,0.0,1.86258527373,0.104922743861,-0.252773066584,0.0215519670268,-0.0417865436323,2.65798375974,-0.04057865543,-0.0237109944224,0.00372504287194,-0.00578765622063,-0.00314190278647,0.0140900735781,-0.476808962038,-0.0360582480228,0.00108008782668,-0.0559222981466,-0.00228689389587,-0.0133581204416,-0.0106388616699
280716_262_1,0.0163468651916,0.10261264171,-0.0399092723142,0.000263981708153,-0.000889785658154,0.0510831755924,0.6050779285,0.18994078122,-0.359389574497,0.027201758436,-0.0364930807071,3.48424029274,-0.429621082374,-0.0272630913114,0.00101020497004,-0.0131059320971,-0.0257645674141,0.0195188835011,-0.589316797366,-0.0549647470592,0.0157639949251,-0.0430883585828,-0.00623313554461,-0.0233787292061,-0.100231804081
280716_262_2,0.0174155894733,0.095028140799,-0.0222774392597,0.000248364182022,-0.00166467339395,0.0424225975689,-0.415783423844,0.215754613615,-0.29100732563,0.0297473976799,-0.0519507022558,3.81909344118,0.0627688563242,-0.0692662723025,0.00136850453257,-0.00437249180735,-0.00775235872115,0.0241413976767,-0.601495971092,-0.0499022159291,0.0155161990671,-0.0126999525222,-0.00246828051504,-0.0343018774913,-0.0689028715272
280716_262_3,0.0124633816494,0.0937011192147,-0.0801808603159,0.000187939600316,-0.00119961730396,0.0354640237134,-0.89607290638,0.193458271792,-0.324700747944,0.0105048989188,-0.0577424377899,3.53869409737,-0.232016730112,-0.0221425100094,0.000182648064754,-0.00903580327654,-0.0334183197839,0.01940913629,-0.638641737223,-0.0621351714923,0.00317529603609,-0.0311242674919,-0.00431696242643,-0.0395340862962,-0.0800972356478
280716_262_4,0.0180030349655,0.101958750307,-0.0361314082201,0.000218724463981,-0.00200093485074,0.0614213774788,1.66743177216,0.201646427225,-0.322123355157,0.0241726285037,-0.0325745850088,3.90171237586,-0.259998243267,-0.0417010446004,0.00148268598601,-0.00837464956678,-0.00373692460112,0.0225995811283,-0.606574988661,-0.0602031397757,0.0131537470424,-0.0660786313399,-0.0032728481798,-0.0107859664856,-0.03931920354
280716_262_5,0.0133702674511,0.104005856783,-0.0316586137885,0.000259230674494,-0.00148799406031,0.0535876047753,1.02548248544,0.19396077944,-0.343199633791,0.0165924007621,-0.0252620533218,3.46153808689,-0.32865400051,-0.0649458799225,0.000681539541147,-0.0158691732919,-0.0335810014557,0.0216877970715,-0.601732485202,-0.0573614812485,0.00831492575935,-0.0638015788714,-0.00716922645243,-0.0394302668686,-0.102813184983
280716_262_6,0.0174845789321,0.0932089790717,-0.0448270939617,0.000282553281724,-0.00204191261842,0.0463400759475,0.343213550896,0.200166978728,-0.337208928468,0.0360579887142,-0.0278623365022,3.39591197614,-0.45497871825,-0.0688803259374,0.000197741725187,-0.00601488923412,0.00982891991152,0.0227030014591,-0.586888303204,-0.0400447458324,0.00823105118149,-0.0675387772705,-0.0019400577696,-0.00716087012773,-0.0254105293331
280716_pFH_1,0.0124133684418,0.112752663002,-0.057236173122,0.00220530856627,0.0028847679651,0.0018134809899,-0.292519529252,0.119560089701,-0.279198126588,0.0110766858137,-0.0765435099539,2.79938169617,-0.135184511417,-0.0830555345234,0.00234322425848,-0.0109303640572,-0.018947785287,0.0131302971463,-0.499565503218,-0.0418210459409,0.00012191096463,-0.0618503770216,-0.00555699461025,-0.0135868965021,-0.0514432079884
280716_pFH_2,0.00700148465825,0.102433543714,-0.101723509931,0.00154043809976,0.0023885951974,0.0,0.260911171623,0.106718677755,-0.346709291104,-0.00319730457648,-0.0767624925882,2.38743999065,-0.122298454293,-0.142211543832,0.00441024130579,-0.0151224182796,-0.0468151207956,0.0102784993192,-0.529375651151,-0.0584505715596,-0.00594840629142,-0.0824300703963,-0.00828416533443,-0.0464070690701,-0.0676758035265
280716_pFH_3,0.0106549392078,0.0921763729588,-0.0591213635068,0.00182133159213,0.00250551916453,0.0,0.392288907735,0.104131583497,-0.26104920267,-0.00492866221695,-0.02267657947,2.6377022669,-0.123380969573,-0.0228778511137,0.00530272253395,-0.0123371251971,-0.0227344777283,0.00908713128779,-0.493986665356,-0.055223056914,-0.00385503398448,-0.100877308483,-0.00683507303681,-0.0391679843329,-0.0873317796352
280716_pFH_4,0.0114638370116,0.11203161551,-0.01498404174,0.00195675938267,0.00241340805917,0.0,0.296419855675,0.115751026581,-0.231270824345,0.00707031779011,-0.0377033252862,2.98345719299,-0.0460470138836,-0.0274264403168,0.00355518346501,-0.0123144433767,-0.0209429039574,0.0117208418053,-0.488294546936,-0.0480724169614,-0.00195377016028,-0.086292014925,-0.00495569726101,-0.0300607843724,-0.0852393429602
280716_pFH_5,0.010977097641,0.11091934667,-0.0785904519938,0.0018690411406,0.00370920224173,0.0,-0.911981417493,0.108631499212,-0.307388539388,0.00624490891502,-0.059979536876,2.63902113879,-0.212552645106,-0.106236050399,0.00333487718487,-0.016343577884,-0.0442837871828,0.00945091893478,-0.497539015208,-0.0518246904179,-0.00254099034708,-0.121210038156,-0.00874555917901,-0.0530633133395,-0.132475857175
280716_pFH_6,0.0114331135928,0.109227937517,-0.0581218219663,0.00177672302531,0.00426353055715,0.0,-0.349032243674,0.119314287283,-0.298842661266,0.0210247092657,-0.0279471176896,2.8766718137,0.0578377518353,-0.0679480314424,0.00433251742133,-0.00878542728068,-0.013639309059,0.0126624231268,-0.477019977581,-0.0405291680973,-0.000389975910486,-0.0578889889306,-0.00423274685168,-0.0288647353984,-0.0228390625677
